interaction_id,customer_id,policy_id,channel_id,agent_id,interaction_datetime,interaction_year,interaction_type,interaction_reason,direction,duration_seconds,sentiment_score,resolved_flag
INT_00000020189,CUST_00001958,POL_000003153,CH_EMAIL,,2022-01-29T08:56:00+00:00,2022,BRANCH_MEETING,QUOTE,INBOUND,880,-0.419,false
INT_00000020190,CUST_00001958,POL_000003152,CH_MOBILE,,2023-12-08T12:43:00+00:00,2023,CHAT,RETENTION,OUTBOUND,88,0.032,true
INT_00000020191,CUST_00001958,POL_000003153,CH_CALL_CENTER,AGT_00025,2024-04-13T17:45:00+00:00,2024,WEB_VISIT,QUOTE,INBOUND,666,0.132,true
INT_00000020192,CUST_00001958,POL_000003153,CH_WEB,,2020-05-10T14:34:00+00:00,2020,BRANCH_MEETING,QUOTE,INBOUND,808,0.579,true
INT_00000020193,CUST_00001958,POL_000003153,CH_BRANCH,AGT_00024,2026-04-28T08:37:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,609,-0.626,true
INT_00000020194,CUST_00001958,POL_000003152,CH_MOBILE,,2022-04-26T15:18:00+00:00,2022,CALL,BILLING,INBOUND,662,0.76,true
INT_00000020195,CUST_00001958,POL_000003153,CH_BRANCH,AGT_00026,2025-01-19T13:06:00+00:00,2025,CALL,QUOTE,INBOUND,1666,0.34,true
INT_00000020196,CUST_00001959,POL_000003154,CH_EMAIL,,2025-10-30T08:19:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1424,0.391,true
INT_00000020197,CUST_00001959,POL_000003154,CH_CALL_CENTER,AGT_00012,2024-01-15T08:31:00+00:00,2024,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,430,-0.214,true
INT_00000020198,CUST_00001959,POL_000003154,CH_SMS,,2024-03-24T20:12:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,643,0.247,true
INT_00000020199,CUST_00001959,POL_000003154,CH_MOBILE,,2024-09-24T17:21:00+00:00,2024,CALL,GENERAL_SERVICE,INBOUND,1634,-0.299,true
INT_00000020200,CUST_00001959,POL_000003154,CH_CALL_CENTER,AGT_00012,2025-11-05T18:02:00+00:00,2025,CHAT,QUOTE,INBOUND,136,0.724,true
INT_00000020201,CUST_00001959,POL_000003154,CH_MOBILE,,2024-03-08T16:02:00+00:00,2024,CALL,CLAIM,INBOUND,1654,0.301,true
INT_00000020202,CUST_00001959,POL_000003154,CH_CALL_CENTER,AGT_00010,2025-10-26T17:32:00+00:00,2025,BRANCH_MEETING,BILLING,INBOUND,439,0.072,false
INT_00000020203,CUST_00001959,POL_000003154,CH_BRANCH,AGT_00011,2024-08-08T16:03:00+00:00,2024,MOBILE_SESSION,RENEWAL,OUTBOUND,1250,0.207,true
INT_00000020204,CUST_00001960,POL_000003155,CH_CALL_CENTER,AGT_00150,2026-02-26T09:35:00+00:00,2026,WEB_VISIT,BILLING,INBOUND,1112,0.449,true
INT_00000020205,CUST_00001960,POL_000003155,CH_MOBILE,,2026-03-30T19:22:00+00:00,2026,CALL,QUOTE,INBOUND,567,-0.186,true
INT_00000020206,CUST_00001960,POL_000003155,CH_EMAIL,,2025-07-18T11:27:00+00:00,2025,CHAT,CLAIM,INBOUND,844,0.474,true
INT_00000020207,CUST_00001960,POL_000003155,CH_MOBILE,,2025-12-23T13:25:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1781,0.34,true
INT_00000020208,CUST_00001960,POL_000003155,CH_MOBILE,,2026-01-15T19:07:00+00:00,2026,SMS,RETENTION,INBOUND,1462,0.112,true
INT_00000020209,CUST_00001960,POL_000003155,CH_CALL_CENTER,,2026-01-08T19:28:00+00:00,2026,CALL,QUOTE,INBOUND,177,-0.12,true
INT_00000020210,CUST_00001960,POL_000003155,CH_EMAIL,,2025-11-21T10:27:00+00:00,2025,SMS,GENERAL_SERVICE,INBOUND,1082,-0.126,false
INT_00000020211,CUST_00001960,POL_000003155,CH_EMAIL,,2024-10-24T18:56:00+00:00,2024,EMAIL,RENEWAL,OUTBOUND,347,0.082,true
INT_00000020212,CUST_00001960,POL_000003155,CH_EMAIL,,2024-04-19T11:27:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,1314,0.378,true
INT_00000020213,CUST_00001961,POL_000003156,CH_MOBILE,,2025-10-20T16:11:00+00:00,2025,SMS,RENEWAL,OUTBOUND,1581,-0.082,true
INT_00000020214,CUST_00001961,POL_000003156,CH_EMAIL,,2025-08-26T14:28:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,489,-0.184,true
INT_00000020215,CUST_00001961,POL_000003156,CH_MOBILE,,2025-09-15T14:18:00+00:00,2025,BRANCH_MEETING,QUOTE,INBOUND,1098,-0.219,true
INT_00000020216,CUST_00001961,POL_000003156,CH_CALL_CENTER,AGT_00116,2025-08-18T12:49:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,189,-0.041,true
INT_00000020217,CUST_00001961,POL_000003156,CH_CALL_CENTER,AGT_00116,2025-02-09T19:38:00+00:00,2025,EMAIL,RENEWAL,OUTBOUND,360,0.296,true
INT_00000020218,CUST_00001961,POL_000003156,CH_CALL_CENTER,AGT_00117,2026-02-10T18:36:00+00:00,2026,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,642,-0.336,false
INT_00000020219,CUST_00001961,POL_000003156,CH_BRANCH,AGT_00116,2025-01-07T18:21:00+00:00,2025,CHAT,CLAIM,INBOUND,618,0.551,true
INT_00000020220,CUST_00001961,POL_000003156,CH_MOBILE,,2025-09-28T09:54:00+00:00,2025,CALL,CLAIM,INBOUND,1644,0.03,false
INT_00000020221,CUST_00001961,POL_000003156,CH_BRANCH,AGT_00115,2025-02-06T10:29:00+00:00,2025,SMS,QUOTE,INBOUND,749,-0.345,true
INT_00000020222,CUST_00001961,POL_000003156,CH_WEB,,2026-03-01T19:10:00+00:00,2026,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,1111,0.227,true
INT_00000020223,CUST_00001961,POL_000003156,CH_WEB,,2025-07-02T10:30:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,333,0.16,true
INT_00000020224,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00136,2023-06-04T15:09:00+00:00,2023,WEB_VISIT,GENERAL_SERVICE,INBOUND,264,0.327,true
INT_00000020225,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00138,2021-05-18T13:05:00+00:00,2021,SMS,BILLING,INBOUND,784,0.258,true
INT_00000020226,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00136,2025-11-30T15:47:00+00:00,2025,MOBILE_SESSION,CLAIM,INBOUND,623,-0.506,true
INT_00000020227,CUST_00001962,POL_000003157,CH_EMAIL,,2024-10-13T08:37:00+00:00,2024,EMAIL,CLAIM,INBOUND,832,0.588,true
INT_00000020228,CUST_00001962,POL_000003157,CH_MOBILE,,2025-02-22T11:08:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1557,0.022,true
INT_00000020229,CUST_00001962,POL_000003157,CH_SMS,,2022-05-18T08:47:00+00:00,2022,MOBILE_SESSION,COMPLAINT,INBOUND,664,-0.608,false
INT_00000020230,CUST_00001962,POL_000003157,CH_BRANCH,AGT_00136,2024-05-20T11:39:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,660,1,true
INT_00000020231,CUST_00001962,POL_000003157,CH_EMAIL,,2021-11-25T08:00:00+00:00,2021,SMS,GENERAL_SERVICE,INBOUND,615,0.128,true
INT_00000020232,CUST_00001962,POL_000003157,CH_SMS,,2023-05-23T20:05:00+00:00,2023,CALL,RENEWAL,INBOUND,562,0.667,true
INT_00000020233,CUST_00001962,POL_000003157,CH_WEB,,2022-08-04T09:02:00+00:00,2022,MOBILE_SESSION,QUOTE,INBOUND,1189,0.72,true
INT_00000020234,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00137,2021-09-19T14:43:00+00:00,2021,MOBILE_SESSION,QUOTE,INBOUND,928,-0.81,false
INT_00000020235,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00138,2021-09-15T10:09:00+00:00,2021,SMS,RENEWAL,OUTBOUND,851,0.462,true
INT_00000020236,CUST_00001962,POL_000003157,CH_EMAIL,,2026-03-30T14:09:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,231,0.473,true
INT_00000020237,CUST_00001962,POL_000003157,CH_CALL_CENTER,AGT_00136,2021-05-08T14:02:00+00:00,2021,EMAIL,BILLING,INBOUND,1297,0.573,true
INT_00000020238,CUST_00001962,POL_000003157,CH_WEB,,2021-05-20T18:05:00+00:00,2021,WEB_VISIT,CLAIM,INBOUND,117,0.289,true
INT_00000020239,CUST_00001963,POL_000003158,CH_WEB,,2025-01-04T17:38:00+00:00,2025,CHAT,QUOTE,INBOUND,1773,-0.394,false
INT_00000020240,CUST_00001963,POL_000003158,CH_SMS,,2025-06-27T09:05:00+00:00,2025,MOBILE_SESSION,CLAIM,INBOUND,914,0.513,true
INT_00000020241,CUST_00001963,POL_000003158,CH_WEB,,2025-05-27T09:27:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,697,0.973,true
INT_00000020242,CUST_00001963,POL_000003158,CH_CALL_CENTER,AGT_00004,2021-08-13T20:55:00+00:00,2021,WEB_VISIT,CLAIM,INBOUND,1021,0.155,true
INT_00000020243,CUST_00001963,POL_000003158,CH_WEB,,2021-08-24T20:50:00+00:00,2021,MOBILE_SESSION,QUOTE,INBOUND,757,-0.316,true
INT_00000020244,CUST_00001963,POL_000003158,CH_WEB,,2022-08-15T18:20:00+00:00,2022,EMAIL,GENERAL_SERVICE,INBOUND,664,-0.054,true
INT_00000020245,CUST_00001963,POL_000003158,CH_MOBILE,,2023-07-10T15:27:00+00:00,2023,EMAIL,BILLING,INBOUND,1760,-0.065,true
INT_00000020246,CUST_00001964,POL_000003159,CH_EMAIL,,2024-08-13T08:22:00+00:00,2024,CALL,CLAIM,INBOUND,1492,0.85,false
INT_00000020247,CUST_00001964,POL_000003159,CH_MOBILE,,2026-03-10T08:56:00+00:00,2026,CALL,RENEWAL,OUTBOUND,575,0.271,true
INT_00000020248,CUST_00001964,POL_000003159,CH_BRANCH,AGT_00039,2024-10-20T14:18:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,622,-0.107,true
INT_00000020249,CUST_00001964,POL_000003159,CH_EMAIL,,2024-03-03T14:10:00+00:00,2024,WEB_VISIT,RETENTION,OUTBOUND,940,-0.086,true
INT_00000020250,CUST_00001964,POL_000003159,CH_MOBILE,,2025-12-10T19:41:00+00:00,2025,CHAT,BILLING,INBOUND,416,-0.922,true
INT_00000020251,CUST_00001964,POL_000003159,CH_MOBILE,,2024-02-06T17:33:00+00:00,2024,MOBILE_SESSION,COMPLAINT,INBOUND,827,0.383,true
INT_00000020252,CUST_00001964,POL_000003159,CH_CALL_CENTER,AGT_00038,2026-05-23T17:48:00+00:00,2026,EMAIL,CLAIM,INBOUND,268,0.98,true
INT_00000020253,CUST_00001964,POL_000003159,CH_MOBILE,,2025-03-28T18:28:00+00:00,2025,EMAIL,QUOTE,INBOUND,293,0.298,true
INT_00000020254,CUST_00001964,POL_000003159,CH_CALL_CENTER,AGT_00039,2025-06-24T18:04:00+00:00,2025,CALL,COMPLAINT,INBOUND,459,0.102,true
INT_00000020255,CUST_00001964,POL_000003159,CH_MOBILE,,2024-10-16T15:37:00+00:00,2024,SMS,RETENTION,OUTBOUND,1740,0.963,true
INT_00000020256,CUST_00001964,POL_000003159,CH_MOBILE,,2024-06-04T12:22:00+00:00,2024,WEB_VISIT,RENEWAL,INBOUND,1800,0.304,true
INT_00000020257,CUST_00001964,POL_000003159,CH_WEB,,2025-08-23T10:13:00+00:00,2025,WEB_VISIT,RENEWAL,INBOUND,312,0.563,true
INT_00000020258,CUST_00001964,POL_000003159,CH_BRANCH,AGT_00040,2024-02-11T15:50:00+00:00,2024,CALL,RENEWAL,OUTBOUND,1236,0.207,true
INT_00000020259,CUST_00001965,POL_000003160,CH_MOBILE,,2025-11-07T15:41:00+00:00,2025,CALL,RENEWAL,OUTBOUND,167,-0.733,true
INT_00000020260,CUST_00001965,POL_000003160,CH_WEB,,2025-09-07T10:08:00+00:00,2025,MOBILE_SESSION,COMPLAINT,INBOUND,201,0.096,true
INT_00000020261,CUST_00001965,POL_000003160,CH_BRANCH,AGT_00004,2023-09-25T14:45:00+00:00,2023,BRANCH_MEETING,BILLING,INBOUND,1516,0.202,true
INT_00000020262,CUST_00001965,POL_000003160,CH_CALL_CENTER,AGT_00004,2024-02-09T20:12:00+00:00,2024,MOBILE_SESSION,RENEWAL,OUTBOUND,317,0.503,false
INT_00000020263,CUST_00001965,POL_000003160,CH_SMS,,2025-03-31T20:28:00+00:00,2025,CHAT,CLAIM,INBOUND,1602,0.433,true
INT_00000020264,CUST_00001965,POL_000003160,CH_CALL_CENTER,AGT_00003,2025-03-16T12:26:00+00:00,2025,EMAIL,CLAIM,INBOUND,1148,0.455,true
INT_00000020265,CUST_00001965,POL_000003160,CH_WEB,,2024-04-06T16:20:00+00:00,2024,WEB_VISIT,COMPLAINT,INBOUND,1699,-0.131,true
INT_00000020266,CUST_00001965,POL_000003160,CH_WEB,,2026-02-05T20:30:00+00:00,2026,WEB_VISIT,BILLING,INBOUND,824,0.499,true
INT_00000020267,CUST_00001965,POL_000003160,CH_WEB,,2026-05-19T10:07:00+00:00,2026,MOBILE_SESSION,COMPLAINT,INBOUND,115,-0.458,false
INT_00000020268,CUST_00001965,POL_000003160,CH_CALL_CENTER,AGT_00005,2026-02-20T11:16:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,917,0.593,true
INT_00000020269,CUST_00001965,POL_000003160,CH_WEB,,2024-05-29T13:52:00+00:00,2024,EMAIL,RENEWAL,OUTBOUND,1339,-0.096,true
INT_00000020270,CUST_00001965,POL_000003160,CH_WEB,,2024-01-09T19:52:00+00:00,2024,EMAIL,CLAIM,INBOUND,1027,0.097,true
INT_00000020271,CUST_00001965,POL_000003160,CH_CALL_CENTER,AGT_00003,2025-03-26T13:40:00+00:00,2025,CALL,COMPLAINT,INBOUND,591,-0.677,true
INT_00000020272,CUST_00001965,POL_000003160,CH_WEB,,2026-05-17T17:56:00+00:00,2026,MOBILE_SESSION,RENEWAL,INBOUND,506,0.639,true
INT_00000020273,CUST_00001965,POL_000003160,CH_CALL_CENTER,AGT_00005,2025-12-14T14:43:00+00:00,2025,EMAIL,COMPLAINT,INBOUND,547,0.647,true
INT_00000020274,CUST_00001966,POL_000003161,CH_CALL_CENTER,AGT_00124,2024-02-08T11:06:00+00:00,2024,WEB_VISIT,RETENTION,INBOUND,1408,-0.033,true
INT_00000020275,CUST_00001966,POL_000003161,CH_BRANCH,AGT_00122,2024-10-15T15:28:00+00:00,2024,BRANCH_MEETING,QUOTE,INBOUND,426,0.807,true
INT_00000020276,CUST_00001966,POL_000003161,CH_WEB,,2021-08-22T12:23:00+00:00,2021,CALL,QUOTE,INBOUND,862,0.676,true
INT_00000020277,CUST_00001966,POL_000003161,CH_WEB,,2021-07-02T17:41:00+00:00,2021,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,497,-0.359,false
INT_00000020278,CUST_00001966,POL_000003161,CH_WEB,,2022-05-03T19:44:00+00:00,2022,CHAT,RENEWAL,OUTBOUND,1310,-0.292,false
INT_00000020279,CUST_00001966,POL_000003161,CH_EMAIL,,2022-08-11T19:52:00+00:00,2022,EMAIL,BILLING,INBOUND,680,0.516,true
INT_00000020280,CUST_00001966,POL_000003161,CH_WEB,,2026-05-13T09:36:00+00:00,2026,WEB_VISIT,RENEWAL,OUTBOUND,438,0.41,false
INT_00000020281,CUST_00001966,POL_000003161,CH_MOBILE,,2023-08-22T10:47:00+00:00,2023,CHAT,RETENTION,OUTBOUND,432,0.176,true
INT_00000020282,CUST_00001966,POL_000003161,CH_WEB,,2026-05-27T16:33:00+00:00,2026,CALL,CLAIM,INBOUND,1660,-0.074,true
INT_00000020283,CUST_00001966,POL_000003161,CH_SMS,,2025-08-07T18:42:00+00:00,2025,CHAT,RENEWAL,INBOUND,1080,0.429,true
INT_00000020284,CUST_00001966,POL_000003161,CH_WEB,,2023-05-31T16:09:00+00:00,2023,EMAIL,QUOTE,INBOUND,955,0.249,true
INT_00000020285,CUST_00001966,POL_000003161,CH_EMAIL,,2021-06-27T18:29:00+00:00,2021,EMAIL,QUOTE,INBOUND,228,0.584,true
INT_00000020286,CUST_00001967,POL_000003162,CH_SMS,,2025-03-30T20:24:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,696,0.534,true
INT_00000020287,CUST_00001967,POL_000003162,CH_SMS,,2026-06-26T17:56:00+00:00,2026,WEB_VISIT,RENEWAL,OUTBOUND,1799,-0.729,false
INT_00000020288,CUST_00001967,POL_000003162,CH_EMAIL,,2025-05-08T08:51:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,1272,0.539,true
INT_00000020289,CUST_00001967,POL_000003162,CH_SMS,,2026-01-31T13:50:00+00:00,2026,MOBILE_SESSION,RETENTION,OUTBOUND,432,0.364,true
INT_00000020290,CUST_00001967,POL_000003162,CH_EMAIL,,2026-06-11T15:53:00+00:00,2026,SMS,QUOTE,INBOUND,1074,-0.594,true
INT_00000020291,CUST_00001967,POL_000003162,CH_WEB,,2025-10-30T15:14:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1184,-0.302,true
INT_00000020292,CUST_00001967,POL_000003162,CH_WEB,,2025-05-26T09:58:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,1016,-0.197,true
INT_00000020293,CUST_00001967,POL_000003162,CH_WEB,,2025-04-25T12:05:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1313,-0.103,true
INT_00000020294,CUST_00001967,POL_000003162,CH_EMAIL,,2026-01-21T17:10:00+00:00,2026,WEB_VISIT,RENEWAL,INBOUND,818,0.476,true
INT_00000020295,CUST_00001968,POL_000003163,CH_MOBILE,,2025-09-16T16:44:00+00:00,2025,EMAIL,QUOTE,INBOUND,469,-0.224,false
INT_00000020296,CUST_00001968,POL_000003163,CH_EMAIL,,2024-04-18T16:07:00+00:00,2024,BRANCH_MEETING,BILLING,INBOUND,231,0.288,true
INT_00000020297,CUST_00001968,POL_000003163,CH_EMAIL,,2025-08-25T11:59:00+00:00,2025,CALL,GENERAL_SERVICE,INBOUND,1018,0.121,true
INT_00000020298,CUST_00001968,POL_000003163,CH_EMAIL,,2025-01-18T10:38:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1663,-0.298,true
INT_00000020299,CUST_00001968,POL_000003163,CH_CALL_CENTER,AGT_00019,2024-07-16T20:55:00+00:00,2024,WEB_VISIT,GENERAL_SERVICE,INBOUND,1358,0.551,true
INT_00000020300,CUST_00001969,POL_000003164,CH_WEB,,2026-02-03T09:37:00+00:00,2026,SMS,GENERAL_SERVICE,INBOUND,926,-0.543,false
INT_00000020301,CUST_00001969,POL_000003164,CH_WEB,,2024-08-14T20:30:00+00:00,2024,SMS,RENEWAL,OUTBOUND,1716,1,true
INT_00000020302,CUST_00001969,POL_000003164,CH_WEB,,2022-12-25T08:30:00+00:00,2022,MOBILE_SESSION,RENEWAL,OUTBOUND,1324,1,false
INT_00000020303,CUST_00001969,POL_000003164,CH_EMAIL,,2025-05-19T10:34:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,999,0.244,true
INT_00000020304,CUST_00001969,POL_000003164,CH_MOBILE,,2025-12-16T17:53:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1130,0.686,true
INT_00000020305,CUST_00001969,POL_000003164,CH_BRANCH,AGT_00068,2022-09-18T19:42:00+00:00,2022,EMAIL,CLAIM,INBOUND,303,-0.345,true
INT_00000020306,CUST_00001969,POL_000003164,CH_WEB,,2025-03-19T12:11:00+00:00,2025,CHAT,QUOTE,INBOUND,413,-0.226,true
INT_00000020307,CUST_00001969,POL_000003164,CH_WEB,,2026-01-02T18:10:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,937,-0.29,true
INT_00000020308,CUST_00001970,POL_000003165,CH_MOBILE,,2026-03-23T10:43:00+00:00,2026,CALL,COMPLAINT,INBOUND,1717,-0.079,true
INT_00000020309,CUST_00001970,POL_000003165,CH_MOBILE,,2021-10-02T17:59:00+00:00,2021,EMAIL,GENERAL_SERVICE,INBOUND,1632,0.182,true
INT_00000020310,CUST_00001970,POL_000003165,CH_SMS,,2026-02-15T08:36:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1630,0.068,false
INT_00000020311,CUST_00001970,POL_000003165,CH_BRANCH,AGT_00081,2024-03-14T17:58:00+00:00,2024,SMS,QUOTE,INBOUND,604,0.442,true
INT_00000020312,CUST_00001970,POL_000003165,CH_BRANCH,AGT_00081,2026-06-30T09:41:00+00:00,2026,CALL,BILLING,INBOUND,1525,-0.082,true
INT_00000020313,CUST_00001970,POL_000003165,CH_WEB,,2026-05-18T18:34:00+00:00,2026,EMAIL,CLAIM,INBOUND,973,0.227,true
INT_00000020314,CUST_00001970,POL_000003165,CH_EMAIL,,2025-04-23T10:38:00+00:00,2025,WEB_VISIT,CLAIM,INBOUND,288,0.181,true
INT_00000020315,CUST_00001970,POL_000003165,CH_BRANCH,AGT_00081,2022-11-28T18:38:00+00:00,2022,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1770,0.018,true
INT_00000020316,CUST_00001970,POL_000003165,CH_WEB,,2024-12-01T11:48:00+00:00,2024,EMAIL,BILLING,INBOUND,1627,-0.627,true
INT_00000020317,CUST_00001970,POL_000003165,CH_EMAIL,,2022-04-21T08:01:00+00:00,2022,EMAIL,BILLING,INBOUND,1529,-0.438,true
INT_00000020318,CUST_00001971,POL_000003166,CH_CALL_CENTER,AGT_00094,2025-10-11T09:04:00+00:00,2025,BRANCH_MEETING,CLAIM,INBOUND,254,-0.522,true
INT_00000020319,CUST_00001971,POL_000003166,CH_BRANCH,AGT_00094,2022-09-11T11:15:00+00:00,2022,EMAIL,BILLING,INBOUND,1744,-0.226,true
INT_00000020320,CUST_00001971,POL_000003166,CH_MOBILE,,2024-09-10T20:21:00+00:00,2024,EMAIL,RETENTION,OUTBOUND,1009,-0.359,true
INT_00000020321,CUST_00001971,POL_000003166,CH_CALL_CENTER,AGT_00095,2023-01-28T12:29:00+00:00,2023,CALL,QUOTE,INBOUND,1767,0.126,true
INT_00000020322,CUST_00001971,POL_000003166,CH_BRANCH,AGT_00095,2024-01-25T09:06:00+00:00,2024,CALL,COMPLAINT,INBOUND,841,-0.616,true
INT_00000020323,CUST_00001971,POL_000003166,CH_BRANCH,AGT_00094,2023-03-14T16:29:00+00:00,2023,SMS,RENEWAL,OUTBOUND,1362,0.121,false
INT_00000020324,CUST_00001971,POL_000003166,CH_MOBILE,,2024-06-10T12:29:00+00:00,2024,BRANCH_MEETING,BILLING,INBOUND,1197,0.752,true
INT_00000020325,CUST_00001971,POL_000003166,CH_EMAIL,,2024-12-15T17:20:00+00:00,2024,CALL,GENERAL_SERVICE,INBOUND,290,-0.166,true
INT_00000020326,CUST_00001971,POL_000003166,CH_MOBILE,,2025-12-20T09:00:00+00:00,2025,CALL,COMPLAINT,INBOUND,1275,-0.286,false
INT_00000020327,CUST_00001971,POL_000003166,CH_SMS,,2023-10-25T18:05:00+00:00,2023,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,599,0.452,true
INT_00000020328,CUST_00001971,POL_000003166,CH_WEB,,2023-12-14T08:01:00+00:00,2023,WEB_VISIT,BILLING,INBOUND,1662,0.24,true
INT_00000020329,CUST_00001971,POL_000003166,CH_WEB,,2024-05-08T17:52:00+00:00,2024,WEB_VISIT,RENEWAL,OUTBOUND,975,-0.015,true
INT_00000020330,CUST_00001971,POL_000003166,CH_BRANCH,AGT_00095,2024-12-09T20:42:00+00:00,2024,CHAT,QUOTE,INBOUND,75,0.4,true
INT_00000020331,CUST_00001971,POL_000003166,CH_BRANCH,AGT_00095,2022-09-03T17:54:00+00:00,2022,CALL,COMPLAINT,INBOUND,973,-0.491,true
INT_00000020332,CUST_00001972,POL_000003167,CH_EMAIL,,2026-06-26T13:49:00+00:00,2026,CALL,CLAIM,INBOUND,936,0.825,true
INT_00000020333,CUST_00001972,POL_000003167,CH_WEB,,2022-10-29T13:18:00+00:00,2022,EMAIL,QUOTE,INBOUND,1631,-0.312,false
INT_00000020334,CUST_00001972,POL_000003167,CH_WEB,,2024-11-01T19:55:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1671,0.217,true
INT_00000020335,CUST_00001972,POL_000003167,CH_EMAIL,,2026-03-21T19:27:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1521,0.399,true
INT_00000020336,CUST_00001972,POL_000003167,CH_MOBILE,,2021-11-02T12:48:00+00:00,2021,MOBILE_SESSION,CLAIM,INBOUND,1434,0.846,true
INT_00000020337,CUST_00001972,POL_000003167,CH_EMAIL,,2023-03-01T12:57:00+00:00,2023,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1366,-0.661,false
INT_00000020338,CUST_00001972,POL_000003167,CH_MOBILE,,2024-08-22T18:49:00+00:00,2024,EMAIL,CLAIM,INBOUND,535,-0.183,true
INT_00000020339,CUST_00001972,POL_000003167,CH_BRANCH,AGT_00054,2023-05-11T09:21:00+00:00,2023,CHAT,GENERAL_SERVICE,INBOUND,70,-0.134,true
INT_00000020340,CUST_00001972,POL_000003167,CH_EMAIL,,2024-03-01T14:12:00+00:00,2024,MOBILE_SESSION,RENEWAL,OUTBOUND,1272,-0.074,true
INT_00000020341,CUST_00001972,POL_000003167,CH_BRANCH,AGT_00053,2026-04-03T12:31:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,296,0.295,true
INT_00000020342,CUST_00001972,POL_000003167,CH_WEB,,2023-06-06T13:43:00+00:00,2023,MOBILE_SESSION,RETENTION,OUTBOUND,1478,0.843,true
INT_00000020343,CUST_00001972,POL_000003167,CH_SMS,,2023-08-12T16:03:00+00:00,2023,MOBILE_SESSION,BILLING,INBOUND,1343,0.54,true
INT_00000020344,CUST_00001972,POL_000003167,CH_MOBILE,,2022-01-23T13:41:00+00:00,2022,WEB_VISIT,BILLING,INBOUND,869,0.105,true
INT_00000020345,CUST_00001972,POL_000003167,CH_CALL_CENTER,AGT_00054,2021-04-22T14:29:00+00:00,2021,EMAIL,QUOTE,INBOUND,111,0.236,true
INT_00000020346,CUST_00001973,POL_000003168,CH_MOBILE,,2026-02-20T12:31:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,974,0.341,true
INT_00000020347,CUST_00001973,POL_000003169,CH_EMAIL,,2024-12-16T17:30:00+00:00,2024,CALL,RETENTION,OUTBOUND,831,-0.918,true
INT_00000020348,CUST_00001973,POL_000003170,CH_MOBILE,,2026-01-20T19:32:00+00:00,2026,CHAT,BILLING,INBOUND,1663,0.45,false
INT_00000020349,CUST_00001973,POL_000003168,CH_CALL_CENTER,AGT_00150,2024-05-05T10:38:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,1684,-0.502,false
INT_00000020350,CUST_00001973,POL_000003168,CH_BRANCH,AGT_00151,2024-01-10T13:48:00+00:00,2024,SMS,QUOTE,INBOUND,1536,0.366,true
INT_00000020351,CUST_00001973,POL_000003169,CH_MOBILE,,2025-06-21T12:03:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,549,0.089,false
INT_00000020352,CUST_00001973,POL_000003169,CH_WEB,,2024-09-13T10:15:00+00:00,2024,MOBILE_SESSION,CLAIM,INBOUND,1501,0.337,false
