policy_id,source_policy_id,customer_id,product_id,sales_channel_id,agent_id,agency_id,policy_start_date,policy_end_date,next_renewal_date,policy_status,payment_frequency,annual_premium,premium_discount_pct,premium_increase_pct_last_renewal,cancellation_date,cancellation_reason
POL_000002417,SRC_POL_000002417,CUST_00001527,PROD_HOME_BASIC,CH_BROKER,AGT_00028,AGY_004,2020-08-24,2025-08-24,,EXPIRED,MONTHLY,347.06,0.0769,0.0354,,
POL_000002418,SRC_POL_000002418,CUST_00001528,PROD_AUTO_PREMIUM,CH_CALL_CENTER,,AGY_004,2025-08-14,2029-08-14,2026-08-14,ACTIVE,MONTHLY,1169.39,0.0643,0.0214,,
POL_000002419,SRC_POL_000002419,CUST_00001529,PROD_HOME_STANDARD,CH_BROKER,AGT_00050,AGY_008,2023-12-22,2028-12-22,2026-12-22,ACTIVE,MONTHLY,521.11,0.0109,0.0575,,
POL_000002420,SRC_POL_000002420,CUST_00001530,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00105,AGY_015,2020-07-17,2026-07-17,2026-07-17,ACTIVE,MONTHLY,1288.77,0.0185,0.0159,,
POL_000002421,SRC_POL_000002421,CUST_00001530,PROD_TRAVEL_STANDARD,CH_MOBILE,AGT_00105,AGY_015,2022-07-10,2026-07-10,2026-07-10,ACTIVE,ANNUAL,126.4,0.0496,0.0028,,
POL_000002422,SRC_POL_000002422,CUST_00001530,PROD_PET_STANDARD,CH_BRANCH,AGT_00099,AGY_015,2020-11-22,2023-11-22,,EXPIRED,MONTHLY,349.42,0.0006,0.0076,,
POL_000002423,SRC_POL_000002423,CUST_00001531,PROD_HOME_STANDARD,CH_BROKER,AGT_00014,AGY_002,2023-09-13,2026-09-13,2026-09-13,ACTIVE,MONTHLY,431.79,0.0252,0.0155,,
POL_000002424,SRC_POL_000002424,CUST_00001532,PROD_HEALTH_PREMIUM,CH_MOBILE,,AGY_016,2025-05-01,2028-05-01,2026-05-01,ACTIVE,MONTHLY,1657.09,0.0061,0.0116,,
POL_000002425,SRC_POL_000002425,CUST_00001532,PROD_HOME_PREMIUM,CH_WEB,AGT_00106,AGY_016,2025-05-01,2029-05-01,2026-05-01,ACTIVE,MONTHLY,794.41,0.0233,0.1165,,
POL_000002426,SRC_POL_000002426,CUST_00001532,PROD_HOME_STANDARD,CH_WEB,,AGY_016,2025-05-01,2029-05-01,2026-05-01,ACTIVE,MONTHLY,414.63,0.0172,-0.04,,
POL_000002427,SRC_POL_000002427,CUST_00001533,PROD_HEALTH_BASIC,CH_WEB,AGT_00106,AGY_016,2021-09-26,2025-09-26,,EXPIRED,MONTHLY,619.02,0.0597,-0.0205,,
POL_000002428,SRC_POL_000002428,CUST_00001533,PROD_AUTO_PREMIUM,CH_WEB,AGT_00112,AGY_016,2021-09-26,2022-09-26,,CANCELLED,MONTHLY,1179.13,0.0303,0.0648,2022-04-28,SERVICE
POL_000002429,SRC_POL_000002429,CUST_00001533,PROD_LIFE_BASIC,CH_BRANCH,AGT_00107,AGY_016,2024-03-19,2028-03-19,2026-03-19,ACTIVE,ANNUAL,249.74,0.0023,0.0358,,
POL_000002430,SRC_POL_000002430,CUST_00001534,PROD_HOME_PREMIUM,CH_BROKER,AGT_00107,AGY_016,2022-02-04,2023-02-04,,CANCELLED,MONTHLY,728.8,0.0064,0.0686,2022-11-13,PRICE
POL_000002431,SRC_POL_000002431,CUST_00001535,PROD_HEALTH_PREMIUM,CH_WEB,AGT_00120,AGY_018,2022-05-05,2025-05-05,,EXPIRED,MONTHLY,1554.48,0.0114,0.0428,,
POL_000002432,SRC_POL_000002432,CUST_00001536,PROD_AUTO_STANDARD,CH_MOBILE,AGT_00147,AGY_021,2023-03-23,2025-03-23,,EXPIRED,MONTHLY,729.84,0.0028,0.0346,,
POL_000002433,SRC_POL_000002433,CUST_00001537,PROD_HEALTH_PREMIUM,CH_CALL_CENTER,AGT_00119,AGY_017,2025-06-26,2028-06-26,2026-06-26,ACTIVE,MONTHLY,1314.56,0.0026,0.0358,,
POL_000002434,SRC_POL_000002434,CUST_00001538,PROD_LIFE_BASIC,CH_BRANCH,AGT_00148,AGY_022,2022-03-02,2028-03-02,2026-03-02,ACTIVE,ANNUAL,250.1,0.0113,0.065,,
POL_000002435,SRC_POL_000002435,CUST_00001538,PROD_HOME_BASIC,CH_BROKER,AGT_00154,AGY_022,2023-11-15,2028-11-15,2026-11-15,ACTIVE,MONTHLY,325.56,0.0114,0.0534,,
POL_000002436,SRC_POL_000002436,CUST_00001539,PROD_AUTO_STANDARD,CH_MOBILE,AGT_00050,AGY_008,2025-07-27,2031-07-27,2026-07-27,ACTIVE,MONTHLY,763.86,0.0511,-0.04,,
POL_000002437,SRC_POL_000002437,CUST_00001539,PROD_AUTO_BASIC,CH_BRANCH,AGT_00051,AGY_008,2025-07-27,2031-07-27,2026-07-27,ACTIVE,MONTHLY,507.69,0.0688,-0.04,,
POL_000002438,SRC_POL_000002438,CUST_00001540,PROD_HEALTH_STANDARD,CH_MOBILE,,AGY_002,2023-01-22,2025-01-22,,EXPIRED,MONTHLY,956.83,0.0109,-0.0325,,
POL_000002439,SRC_POL_000002439,CUST_00001541,PROD_HOME_PREMIUM,CH_BRANCH,AGT_00050,AGY_008,2022-02-26,2026-02-26,,EXPIRED,MONTHLY,785.22,0.0338,0.041,,
POL_000002440,SRC_POL_000002440,CUST_00001541,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00051,AGY_008,2021-07-07,2025-07-07,,EXPIRED,MONTHLY,739.73,0.0039,0.0126,,
POL_000002441,SRC_POL_000002441,CUST_00001542,PROD_PET_STANDARD,CH_WEB,AGT_00008,AGY_002,2024-07-23,2026-07-23,2026-07-23,ACTIVE,MONTHLY,341.99,0.0178,0.0004,,
POL_000002442,SRC_POL_000002442,CUST_00001542,PROD_HOME_BASIC,CH_BROKER,AGT_00014,AGY_002,2024-07-23,2025-07-23,,EXPIRED,MONTHLY,314.47,0.0294,-0.0146,,
POL_000002443,SRC_POL_000002443,CUST_00001542,PROD_HOME_PREMIUM,CH_CALL_CENTER,AGT_00008,AGY_002,2024-09-28,2025-09-28,,EXPIRED,MONTHLY,768.87,0.0345,-0.0084,,
POL_000002444,SRC_POL_000002444,CUST_00001542,PROD_HOME_STANDARD,CH_MOBILE,AGT_00014,AGY_002,2024-09-26,2029-09-26,2026-09-26,ACTIVE,MONTHLY,457.77,0.0366,-0.0047,,
POL_000002445,SRC_POL_000002445,CUST_00001543,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00063,AGY_009,2020-09-08,2021-09-08,,EXPIRED,ANNUAL,404.48,0.0761,0.0432,,
POL_000002446,SRC_POL_000002446,CUST_00001543,PROD_PET_STANDARD,CH_MOBILE,AGT_00063,AGY_009,2025-01-23,2031-01-23,2026-01-23,ACTIVE,MONTHLY,315.87,0.0286,-0.0233,,
POL_000002447,SRC_POL_000002447,CUST_00001544,PROD_ACCIDENT_STANDARD,CH_CALL_CENTER,AGT_00100,AGY_015,2025-05-19,2030-05-19,2026-05-19,ACTIVE,ANNUAL,248.39,0.0097,0.124,,
POL_000002448,SRC_POL_000002448,CUST_00001544,PROD_HOME_BASIC,CH_CALL_CENTER,AGT_00105,AGY_015,2025-05-19,2028-05-19,2026-05-19,ACTIVE,MONTHLY,333.21,0.0022,0.0607,,
POL_000002449,SRC_POL_000002449,CUST_00001545,PROD_LIFE_STANDARD,CH_MOBILE,AGT_00022,AGY_004,2025-11-12,2029-11-12,2026-11-12,ACTIVE,ANNUAL,435.71,0.0009,0.0205,,
POL_000002450,SRC_POL_000002450,CUST_00001546,PROD_ACCIDENT_STANDARD,CH_BROKER,AGT_00070,AGY_010,2025-05-23,2030-05-23,2026-05-23,ACTIVE,ANNUAL,261.37,0.0031,0.0358,,
POL_000002451,SRC_POL_000002451,CUST_00001547,PROD_HOME_STANDARD,CH_BRANCH,AGT_00064,AGY_010,2025-06-14,2030-06-14,2026-06-14,ACTIVE,MONTHLY,506.89,0.0845,0.0553,,
POL_000002452,SRC_POL_000002452,CUST_00001548,PROD_HOME_STANDARD,CH_BROKER,AGT_00016,AGY_003,2022-09-24,2028-09-24,2026-09-24,ACTIVE,MONTHLY,543.16,0.1152,0.0307,,
POL_000002453,SRC_POL_000002453,CUST_00001549,PROD_HOME_BASIC,CH_BRANCH,AGT_00002,AGY_001,2024-02-24,2027-02-24,2026-02-24,ACTIVE,MONTHLY,351.17,0.0119,0.0764,,
POL_000002454,SRC_POL_000002454,CUST_00001550,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00100,AGY_015,2024-10-23,2030-10-23,2026-10-23,ACTIVE,ANNUAL,499.06,0.0036,0.1086,,
POL_000002455,SRC_POL_000002455,CUST_00001551,PROD_TRAVEL_STANDARD,CH_BRANCH,AGT_00036,AGY_006,2025-01-07,2029-01-07,2026-01-07,ACTIVE,ANNUAL,140.9,0.003,0.0214,,
POL_000002456,SRC_POL_000002456,CUST_00001552,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00015,AGY_003,2021-11-26,2025-11-26,,EXPIRED,MONTHLY,701.16,0.052,0.0728,,
POL_000002457,SRC_POL_000002457,CUST_00001553,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00133,AGY_019,2024-05-17,2028-05-17,2026-05-17,ACTIVE,MONTHLY,772.28,0.0131,0.0459,,
POL_000002458,SRC_POL_000002458,CUST_00001553,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00128,AGY_019,2024-05-17,2027-05-17,2026-05-17,ACTIVE,ANNUAL,213.92,0.0157,-0.04,,
POL_000002459,SRC_POL_000002459,CUST_00001554,PROD_TRAVEL_STANDARD,CH_BRANCH,AGT_00050,AGY_008,2025-03-13,2026-03-13,,EXPIRED,ANNUAL,155.15,0.0992,-0.01,,
POL_000002460,SRC_POL_000002460,CUST_00001555,PROD_AUTO_STANDARD,CH_BROKER,AGT_00036,AGY_006,2021-01-26,2026-01-26,,EXPIRED,MONTHLY,711.03,0.0475,-0.0291,,
POL_000002461,SRC_POL_000002461,CUST_00001556,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00107,AGY_016,2023-01-25,2026-01-25,,EXPIRED,ANNUAL,506.82,0.0207,0.0777,,
POL_000002462,SRC_POL_000002462,CUST_00001556,PROD_HOME_STANDARD,CH_BRANCH,AGT_00107,AGY_016,2021-09-01,2022-09-01,,EXPIRED,MONTHLY,579.39,0.0143,0.0689,,
POL_000002463,SRC_POL_000002463,CUST_00001557,PROD_HOME_PREMIUM,CH_CALL_CENTER,AGT_00008,AGY_002,2023-11-24,2024-11-24,,CANCELLED,MONTHLY,797.12,0.0249,0.0441,2024-04-01,PRICE
POL_000002464,SRC_POL_000002464,CUST_00001557,PROD_AUTO_PREMIUM,CH_WEB,AGT_00008,AGY_002,2024-10-14,2026-10-14,2026-10-14,ACTIVE,MONTHLY,1268.32,0.0034,0.0342,,
POL_000002465,SRC_POL_000002465,CUST_00001558,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00126,AGY_018,2024-11-10,2026-11-10,2026-11-10,ACTIVE,ANNUAL,912.61,0.0005,-0.04,,
POL_000002466,SRC_POL_000002466,CUST_00001558,PROD_HOME_STANDARD,CH_WEB,AGT_00121,AGY_018,2024-11-10,2026-11-10,2026-11-10,ACTIVE,MONTHLY,589.74,0.0063,0.1219,,
POL_000002467,SRC_POL_000002467,CUST_00001558,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00121,AGY_018,2024-11-10,2025-11-10,,CANCELLED,ANNUAL,414.82,0.0474,0.0207,2025-10-30,COMPETITOR
POL_000002468,SRC_POL_000002468,CUST_00001559,PROD_AUTO_STANDARD,CH_BROKER,AGT_00127,AGY_019,2025-01-03,2029-01-03,2026-01-03,ACTIVE,MONTHLY,796.32,0.0979,0.0199,,
POL_000002469,SRC_POL_000002469,CUST_00001559,PROD_HOME_STANDARD,CH_WEB,AGT_00128,AGY_019,2025-05-12,2029-05-12,2026-05-12,ACTIVE,MONTHLY,454.86,0.0019,-0.0356,,
POL_000002470,SRC_POL_000002470,CUST_00001559,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00133,AGY_019,2024-07-02,2030-07-02,2026-07-02,ACTIVE,MONTHLY,1464.72,0.048,0.0351,,
POL_000002471,SRC_POL_000002471,CUST_00001559,PROD_HEALTH_STANDARD,CH_BRANCH,AGT_00128,AGY_019,2024-07-02,2028-07-02,2026-07-02,ACTIVE,MONTHLY,890.41,0.0105,0.0131,,
POL_000002472,SRC_POL_000002472,CUST_00001560,PROD_HEALTH_BASIC,CH_CALL_CENTER,AGT_00023,AGY_004,2024-07-23,2029-07-23,2026-07-23,ACTIVE,MONTHLY,619.1,0.0019,0.057,,
POL_000002473,SRC_POL_000002473,CUST_00001560,PROD_TRAVEL_STANDARD,CH_CALL_CENTER,AGT_00022,AGY_004,2024-01-16,2029-01-16,2026-01-16,ACTIVE,ANNUAL,145.48,0.0142,0.091,,
POL_000002474,SRC_POL_000002474,CUST_00001561,PROD_ACCIDENT_STANDARD,CH_MOBILE,AGT_00098,AGY_014,2023-03-01,2029-03-01,2026-03-01,ACTIVE,ANNUAL,249.84,0.0766,0.0402,,
POL_000002475,SRC_POL_000002475,CUST_00001561,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00092,AGY_014,2021-12-30,2024-12-30,,EXPIRED,MONTHLY,884.27,0.0018,0.0695,,
POL_000002476,SRC_POL_000002476,CUST_00001562,PROD_HEALTH_BASIC,CH_BROKER,AGT_00057,AGY_009,2021-03-05,2026-03-05,,EXPIRED,MONTHLY,653.73,0.0153,-0.04,,
POL_000002477,SRC_POL_000002477,CUST_00001563,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00093,AGY_014,2021-11-03,2022-11-03,,EXPIRED,MONTHLY,563.51,0.0536,-0.0317,,
POL_000002478,SRC_POL_000002478,CUST_00001563,PROD_LIFE_STANDARD,CH_MOBILE,AGT_00093,AGY_014,2025-06-02,2031-06-02,2026-06-02,ACTIVE,ANNUAL,415.65,0.0053,0.0118,,
POL_000002479,SRC_POL_000002479,CUST_00001564,PROD_AUTO_PREMIUM,CH_BRANCH,AGT_00064,AGY_010,2025-12-28,2031-12-28,2026-12-28,ACTIVE,MONTHLY,1105.25,0.0031,0.0373,,
POL_000002480,SRC_POL_000002480,CUST_00001565,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00016,AGY_003,2025-05-20,2030-05-20,2026-05-20,ACTIVE,MONTHLY,1483.98,0.0118,-0.0148,,
POL_000002481,SRC_POL_000002481,CUST_00001565,PROD_LIFE_PREMIUM,CH_BRANCH,AGT_00016,AGY_003,2025-05-20,2026-05-20,,EXPIRED,ANNUAL,844.84,0.004,0.0087,,
POL_000002482,SRC_POL_000002482,CUST_00001565,PROD_PET_STANDARD,CH_CALL_CENTER,AGT_00016,AGY_003,2025-05-20,2028-05-20,2026-05-20,ACTIVE,MONTHLY,439.37,0.0131,0.1116,,
POL_000002483,SRC_POL_000002483,CUST_00001566,PROD_HEALTH_STANDARD,CH_BRANCH,AGT_00077,AGY_011,2024-04-23,2026-04-23,,EXPIRED,MONTHLY,1050.71,0.0243,0.099,,
POL_000002484,SRC_POL_000002484,CUST_00001567,PROD_LIFE_PREMIUM,CH_MOBILE,AGT_00093,AGY_014,2024-07-11,2029-07-11,2026-07-11,ACTIVE,ANNUAL,913.91,0.0598,-0.0268,,
POL_000002485,SRC_POL_000002485,CUST_00001567,PROD_HOME_STANDARD,CH_CALL_CENTER,AGT_00092,AGY_014,2024-09-24,2028-09-24,2026-09-24,ACTIVE,MONTHLY,467.76,0.0028,0.0226,,
POL_000002486,SRC_POL_000002486,CUST_00001568,PROD_AUTO_PREMIUM,CH_MOBILE,AGT_00084,AGY_012,2022-08-22,2024-08-22,,EXPIRED,MONTHLY,1040.95,0.0657,0.0218,,
POL_000002487,SRC_POL_000002487,CUST_00001568,PROD_LIFE_STANDARD,CH_WEB,AGT_00084,AGY_012,2024-10-07,2027-10-07,,CANCELLED,ANNUAL,489.41,0.0265,0.0766,2025-02-24,COVERAGE
POL_000002488,SRC_POL_000002488,CUST_00001569,PROD_AUTO_PREMIUM,CH_WEB,AGT_00037,AGY_006,2025-06-11,2031-06-11,2026-06-11,ACTIVE,MONTHLY,991.67,0.0627,-0.0185,,
POL_000002489,SRC_POL_000002489,CUST_00001569,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00036,AGY_006,2025-06-11,2031-06-11,2026-06-11,ACTIVE,MONTHLY,743.53,0.0022,0.0158,,
POL_000002490,SRC_POL_000002490,CUST_00001570,PROD_TRAVEL_STANDARD,CH_BRANCH,AGT_00100,AGY_015,2024-04-24,2029-04-24,2026-04-24,ACTIVE,ANNUAL,148.35,0.0252,0.0465,,
POL_000002491,SRC_POL_000002491,CUST_00001571,PROD_HEALTH_STANDARD,CH_MOBILE,,AGY_019,2022-11-05,2025-11-05,,EXPIRED,MONTHLY,886.48,0.0451,0.024,,
POL_000002492,SRC_POL_000002492,CUST_00001572,PROD_AUTO_STANDARD,CH_WEB,AGT_00079,AGY_012,2025-07-12,2026-07-12,2026-07-12,ACTIVE,MONTHLY,896.0,0.0167,0.1507,,
POL_000002493,SRC_POL_000002493,CUST_00001573,PROD_HEALTH_BASIC,CH_MOBILE,AGT_00023,AGY_004,2021-10-25,2024-10-25,,CANCELLED,MONTHLY,721.89,0.114,0.0278,2022-03-13,MOVED
POL_000002494,SRC_POL_000002494,CUST_00001573,PROD_AUTO_PREMIUM,CH_BRANCH,AGT_00028,AGY_004,2021-10-25,2025-10-25,,CANCELLED,MONTHLY,1129.43,0.0716,0.1096,2022-06-18,COVERAGE
POL_000002495,SRC_POL_000002495,CUST_00001574,PROD_AUTO_BASIC,CH_MOBILE,AGT_00105,AGY_015,2024-02-27,2026-02-27,,EXPIRED,MONTHLY,578.91,0.0088,0.0531,,
POL_000002496,SRC_POL_000002496,CUST_00001574,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00100,AGY_015,2024-02-27,2027-02-27,2026-02-27,ACTIVE,MONTHLY,871.7,0.0308,0.1035,,
POL_000002497,SRC_POL_000002497,CUST_00001575,PROD_AUTO_BASIC,CH_MOBILE,AGT_00056,AGY_008,2022-12-22,2025-12-22,,EXPIRED,MONTHLY,555.99,0.0243,-0.04,,
POL_000002498,SRC_POL_000002498,CUST_00001576,PROD_HEALTH_STANDARD,CH_MOBILE,AGT_00007,AGY_001,2024-06-13,2026-06-13,,EXPIRED,MONTHLY,977.79,0.0249,0.0661,,
POL_000002499,SRC_POL_000002499,CUST_00001576,PROD_AUTO_PREMIUM,CH_BROKER,AGT_00007,AGY_001,2023-11-09,2025-11-09,,EXPIRED,MONTHLY,1147.2,0.0308,0.0736,,
POL_000002500,SRC_POL_000002500,CUST_00001577,PROD_HEALTH_PREMIUM,CH_BROKER,AGT_00133,AGY_019,2022-06-02,2027-06-02,2026-06-02,ACTIVE,MONTHLY,1365.98,0.0602,0.0063,,
POL_000002501,SRC_POL_000002501,CUST_00001577,PROD_LIFE_BASIC,CH_BRANCH,AGT_00127,AGY_019,2023-06-29,2026-06-29,,EXPIRED,ANNUAL,266.11,0.0319,0.1064,,
POL_000002502,SRC_POL_000002502,CUST_00001578,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00014,AGY_002,2024-12-28,2030-12-28,2026-12-28,ACTIVE,MONTHLY,741.0,0.0435,0.1228,,
POL_000002503,SRC_POL_000002503,CUST_00001579,PROD_HOME_PREMIUM,CH_MOBILE,AGT_00002,AGY_001,2024-07-18,2026-07-18,,CANCELLED,MONTHLY,815.06,0.0257,-0.003,2025-01-25,PRICE
POL_000002504,SRC_POL_000002504,CUST_00001579,PROD_LIFE_PREMIUM,CH_BRANCH,AGT_00001,AGY_001,2024-07-18,2030-07-18,2026-07-18,ACTIVE,ANNUAL,923.15,0.0315,0.0156,,
POL_000002505,SRC_POL_000002505,CUST_00001580,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00036,AGY_006,2022-03-13,2024-03-13,,CANCELLED,MONTHLY,1058.07,0.0047,0.045,2023-09-17,PRICE
POL_000002506,SRC_POL_000002506,CUST_00001580,PROD_HEALTH_PREMIUM,CH_WEB,AGT_00037,AGY_006,2022-03-13,2028-03-13,2026-03-13,ACTIVE,MONTHLY,1579.41,0.0837,0.0272,,
POL_000002507,SRC_POL_000002507,CUST_00001581,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00007,AGY_001,2024-12-01,2029-12-01,2026-12-01,ACTIVE,ANNUAL,191.15,0.0164,0.0774,,
POL_000002508,SRC_POL_000002508,CUST_00001582,PROD_ACCIDENT_STANDARD,CH_CALL_CENTER,AGT_00077,AGY_011,2022-07-29,2023-07-29,,EXPIRED,ANNUAL,242.56,0.0188,0.0409,,
POL_000002509,SRC_POL_000002509,CUST_00001583,PROD_HEALTH_BASIC,CH_MOBILE,AGT_00021,AGY_003,2022-02-02,2026-02-02,,EXPIRED,MONTHLY,788.06,0.0639,0.0237,,
POL_000002510,SRC_POL_000002510,CUST_00001584,PROD_HOME_STANDARD,CH_CALL_CENTER,AGT_00162,AGY_024,2024-12-20,2028-12-20,2026-12-20,ACTIVE,MONTHLY,439.99,0.0046,0.0541,,
POL_000002511,SRC_POL_000002511,CUST_00001584,PROD_LIFE_STANDARD,CH_BRANCH,,AGY_024,2024-12-20,2026-12-20,2026-12-20,ACTIVE,ANNUAL,412.61,0.0156,0.0089,,
POL_000002512,SRC_POL_000002512,CUST_00001584,PROD_HOME_BASIC,CH_BRANCH,AGT_00168,AGY_024,2024-12-20,2028-12-20,,CANCELLED,MONTHLY,339.14,0.0033,0.0907,2026-01-09,COVERAGE
POL_000002513,SRC_POL_000002513,CUST_00001585,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00042,AGY_006,2022-05-23,2026-05-23,,EXPIRED,MONTHLY,696.83,0.0062,0.0586,,
POL_000002514,SRC_POL_000002514,CUST_00001585,PROD_AUTO_PREMIUM,CH_WEB,AGT_00036,AGY_006,2022-05-23,2025-05-23,,EXPIRED,MONTHLY,1143.94,0.0055,-0.0184,,
POL_000002515,SRC_POL_000002515,CUST_00001585,PROD_PET_STANDARD,CH_BRANCH,AGT_00036,AGY_006,2022-05-23,2025-05-23,,CANCELLED,MONTHLY,308.12,0.045,-0.04,2022-11-22,PRICE
POL_000002516,SRC_POL_000002516,CUST_00001586,PROD_HOME_PREMIUM,CH_CALL_CENTER,AGT_00014,AGY_002,2022-04-24,2023-04-24,,CANCELLED,MONTHLY,697.73,0.0322,0.0503,2022-10-29,SERVICE
POL_000002517,SRC_POL_000002517,CUST_00001587,PROD_TRAVEL_STANDARD,CH_MOBILE,AGT_00114,AGY_017,2024-10-28,2026-10-28,2026-10-28,ACTIVE,ANNUAL,163.61,0.0163,0.035,,
POL_000002518,SRC_POL_000002518,CUST_00001588,PROD_LIFE_PREMIUM,CH_MOBILE,AGT_00093,AGY_014,2025-12-30,2031-12-30,2026-12-30,ACTIVE,ANNUAL,744.97,0.0595,-0.0043,,
POL_000002519,SRC_POL_000002519,CUST_00001589,PROD_HEALTH_PREMIUM,CH_CALL_CENTER,AGT_00021,AGY_003,2022-08-04,2028-08-04,2026-08-04,ACTIVE,MONTHLY,1331.29,0.069,0.0809,,
POL_000002520,SRC_POL_000002520,CUST_00001589,PROD_PET_STANDARD,CH_BROKER,AGT_00015,AGY_003,2022-08-04,2026-08-04,2026-08-04,ACTIVE,MONTHLY,306.16,0.0067,0.0383,,
POL_000002521,SRC_POL_000002521,CUST_00001590,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00022,AGY_004,2022-06-27,2024-06-27,,EXPIRED,ANNUAL,223.49,0.0518,0.0407,,
POL_000002522,SRC_POL_000002522,CUST_00001590,PROD_TRAVEL_STANDARD,CH_WEB,AGT_00022,AGY_004,2022-08-28,2025-08-28,,EXPIRED,ANNUAL,156.28,0.0104,0.0434,,
POL_000002523,SRC_POL_000002523,CUST_00001590,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00022,AGY_004,2023-09-08,2026-09-08,2026-09-08,ACTIVE,MONTHLY,902.47,0.0012,0.012,,
POL_000002524,SRC_POL_000002524,CUST_00001590,PROD_LIFE_PREMIUM,CH_WEB,AGT_00023,AGY_004,2022-06-27,2027-06-27,,CANCELLED,ANNUAL,860.28,0.0748,-0.0024,2026-04-08,SERVICE
POL_000002525,SRC_POL_000002525,CUST_00001591,PROD_HOME_BASIC,CH_BRANCH,AGT_00028,AGY_004,2025-09-10,2029-09-10,2026-09-10,ACTIVE,MONTHLY,387.99,0.0381,0.094,,
POL_000002526,SRC_POL_000002526,CUST_00001591,PROD_ACCIDENT_STANDARD,CH_BRANCH,AGT_00023,AGY_004,2022-07-31,2028-07-31,,CANCELLED,ANNUAL,233.05,0.0278,0.1023,2023-05-31,SERVICE
POL_000002527,SRC_POL_000002527,CUST_00001592,PROD_ACCIDENT_STANDARD,CH_BRANCH,AGT_00149,AGY_022,2022-12-15,2025-12-15,,EXPIRED,ANNUAL,237.58,0.0663,0.0681,,
POL_000002528,SRC_POL_000002528,CUST_00001592,PROD_AUTO_STANDARD,CH_BRANCH,,AGY_022,2022-12-15,2024-12-15,,EXPIRED,MONTHLY,657.09,0.069,-0.008,,
POL_000002529,SRC_POL_000002529,CUST_00001593,PROD_HEALTH_STANDARD,CH_WEB,AGT_00078,AGY_012,2023-10-17,2027-10-17,2026-10-17,ACTIVE,MONTHLY,1318.41,0.0459,0.1206,,
POL_000002530,SRC_POL_000002530,CUST_00001593,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00078,AGY_012,2024-11-03,2027-11-03,2026-11-03,ACTIVE,MONTHLY,1326.68,0.0239,0.0567,,
POL_000002531,SRC_POL_000002531,CUST_00001594,PROD_ACCIDENT_STANDARD,CH_MOBILE,AGT_00134,AGY_020,2025-06-29,2030-06-29,2026-06-29,ACTIVE,ANNUAL,243.36,0.0109,-0.0188,,
POL_000002532,SRC_POL_000002532,CUST_00001595,PROD_PET_STANDARD,CH_CALL_CENTER,AGT_00042,AGY_006,2022-10-15,2023-10-15,,EXPIRED,MONTHLY,398.54,0.016,0.0807,,
POL_000002533,SRC_POL_000002533,CUST_00001596,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00092,AGY_014,2021-12-31,2027-12-31,,CANCELLED,MONTHLY,1325.21,0.0308,0.0626,2023-03-04,COVERAGE
POL_000002534,SRC_POL_000002534,CUST_00001597,PROD_HOME_BASIC,CH_CALL_CENTER,AGT_00015,AGY_003,2024-11-05,2028-11-05,2026-11-05,ACTIVE,MONTHLY,341.33,0.0306,0.0887,,
POL_000002535,SRC_POL_000002535,CUST_00001597,PROD_HEALTH_BASIC,CH_BROKER,AGT_00021,AGY_003,2024-05-19,2028-05-19,2026-05-19,ACTIVE,MONTHLY,701.24,0.0169,-0.0081,,
POL_000002536,SRC_POL_000002536,CUST_00001597,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00021,AGY_003,2024-05-19,2027-05-19,2026-05-19,ACTIVE,MONTHLY,802.55,0.0469,-0.0069,,
POL_000002537,SRC_POL_000002537,CUST_00001598,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00128,AGY_019,2023-10-04,2027-10-04,2026-10-04,ACTIVE,MONTHLY,1442.97,0.0705,0.0536,,
POL_000002538,SRC_POL_000002538,CUST_00001598,PROD_HOME_PREMIUM,CH_CALL_CENTER,AGT_00127,AGY_019,2023-10-04,2025-10-04,,EXPIRED,MONTHLY,811.45,0.0482,0.0354,,
