case_id,customer_id,policy_id,interaction_id,opened_datetime,closed_datetime,case_type,priority,case_status,sla_breached_flag,resolution_code,satisfaction_score
CAS_0000000627,CUST_00000354,POL_000000575,INT_00000003570,2021-05-03T13:00:00+00:00,2021-05-24T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,3.62
CAS_0000000628,CUST_00000354,POL_000000574,INT_00000003573,2020-04-29T12:00:00+00:00,2020-05-01T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,COMPENSATED,3.78
CAS_0000000629,CUST_00000356,POL_000000578,INT_00000003580,2025-01-02T15:00:00+00:00,2025-01-06T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,2.55
CAS_0000000630,CUST_00000356,POL_000000578,INT_00000003581,2026-01-20T17:00:00+00:00,2026-02-05T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.08
CAS_0000000631,CUST_00000356,POL_000000578,INT_00000003586,2025-01-29T15:00:00+00:00,2025-02-13T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ANSWERED,3.52
CAS_0000000632,CUST_00000356,POL_000000578,INT_00000003590,2023-01-28T09:00:00+00:00,2023-02-02T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,2.6
CAS_0000000633,CUST_00000357,POL_000000579,INT_00000003595,2026-04-03T15:00:00+00:00,2026-04-18T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,true,ESCALATED_BACKOFFICE,3.18
CAS_0000000634,CUST_00000358,POL_000000580,INT_00000003607,2021-02-04T12:00:00+00:00,2021-02-23T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.83
CAS_0000000635,CUST_00000359,POL_000000581,INT_00000003617,2024-05-03T08:00:00+00:00,2024-05-14T00:00:00+00:00,BILLING,LOW,RESOLVED,true,COMPENSATED,
CAS_0000000636,CUST_00000360,POL_000000582,INT_00000003623,2025-07-03T16:00:00+00:00,2025-07-06T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,ANSWERED,3.55
CAS_0000000637,CUST_00000360,POL_000000582,INT_00000003625,2026-03-15T08:00:00+00:00,2026-04-01T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,COMPENSATED,4.29
CAS_0000000638,CUST_00000361,POL_000000583,INT_00000003630,2021-08-11T17:00:00+00:00,2021-09-01T00:00:00+00:00,COMPLAINT,MEDIUM,ESCALATED,true,ANSWERED,1.74
CAS_0000000639,CUST_00000361,POL_000000583,INT_00000003631,2022-06-25T11:00:00+00:00,2022-07-18T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,3.38
CAS_0000000640,CUST_00000361,POL_000000583,INT_00000003635,2023-10-08T08:00:00+00:00,2023-10-30T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,COMPENSATED,3.87
CAS_0000000641,CUST_00000362,POL_000000584,INT_00000003642,2026-06-06T14:00:00+00:00,2026-06-25T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.53
CAS_0000000642,CUST_00000362,POL_000000584,INT_00000003650,2025-08-20T18:00:00+00:00,2025-08-26T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,ANSWERED,1
CAS_0000000643,CUST_00000363,POL_000000585,INT_00000003653,2025-03-15T17:00:00+00:00,2025-03-17T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.95
CAS_0000000644,CUST_00000363,POL_000000585,INT_00000003655,2023-12-08T18:00:00+00:00,2024-01-02T00:00:00+00:00,CLAIM_SUPPORT,HIGH,ESCALATED,false,ANSWERED,2.87
CAS_0000000645,CUST_00000366,POL_000000590,INT_00000003684,2024-06-10T08:00:00+00:00,2024-06-23T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,true,COMPENSATED,4.08
CAS_0000000646,CUST_00000367,POL_000000591,INT_00000003686,2024-04-21T16:00:00+00:00,2024-05-14T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,3.23
CAS_0000000647,CUST_00000367,POL_000000591,INT_00000003692,2021-02-08T08:00:00+00:00,2021-02-26T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.05
CAS_0000000648,CUST_00000368,POL_000000592,INT_00000003695,2025-04-20T12:00:00+00:00,2025-05-03T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ESCALATED_BACKOFFICE,2.66
CAS_0000000649,CUST_00000368,POL_000000592,INT_00000003703,2025-09-13T11:00:00+00:00,2025-09-22T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,
CAS_0000000650,CUST_00000369,POL_000000593,INT_00000003712,2023-08-20T11:00:00+00:00,2023-09-09T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,ANSWERED,
CAS_0000000651,CUST_00000369,POL_000000593,INT_00000003716,2021-11-22T12:00:00+00:00,2021-11-30T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.86
CAS_0000000652,CUST_00000370,POL_000000594,INT_00000003719,2023-09-15T15:00:00+00:00,2023-10-08T00:00:00+00:00,COMPLAINT,CRITICAL,ESCALATED,true,ANSWERED,3.15
CAS_0000000653,CUST_00000370,POL_000000594,INT_00000003721,2022-05-10T11:00:00+00:00,2022-05-11T00:00:00+00:00,COMPLAINT,MEDIUM,ESCALATED,false,ANSWERED,5
CAS_0000000654,CUST_00000370,POL_000000594,INT_00000003723,2023-11-02T13:00:00+00:00,2023-11-06T00:00:00+00:00,BILLING,LOW,RESOLVED,true,COMPENSATED,2.88
CAS_0000000655,CUST_00000370,POL_000000594,INT_00000003727,2025-10-30T17:00:00+00:00,2025-11-01T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.14
CAS_0000000656,CUST_00000372,POL_000000597,INT_00000003744,2025-12-08T18:00:00+00:00,2025-12-16T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,ANSWERED,2.74
CAS_0000000657,CUST_00000373,POL_000000598,INT_00000003752,2026-05-14T11:00:00+00:00,2026-05-29T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,3.76
CAS_0000000658,CUST_00000373,POL_000000598,INT_00000003755,2025-11-26T10:00:00+00:00,2025-12-14T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.55
CAS_0000000659,CUST_00000373,POL_000000598,INT_00000003757,2025-06-13T10:00:00+00:00,2025-07-04T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,4.32
CAS_0000000660,CUST_00000374,POL_000000599,INT_00000003761,2024-04-16T17:00:00+00:00,2024-04-28T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,2.82
CAS_0000000661,CUST_00000374,POL_000000599,INT_00000003763,2024-07-14T10:00:00+00:00,2024-08-02T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,COMPENSATED,4.19
CAS_0000000662,CUST_00000374,POL_000000599,INT_00000003764,2025-09-24T11:00:00+00:00,,BILLING,LOW,RESOLVED,false,ANSWERED,2.69
CAS_0000000663,CUST_00000374,POL_000000599,INT_00000003767,2023-09-03T10:00:00+00:00,2023-09-28T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,DOCUMENT_REQUESTED,2.47
CAS_0000000664,CUST_00000374,POL_000000599,INT_00000003771,2024-01-13T18:00:00+00:00,2024-02-04T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ESCALATED_BACKOFFICE,4.77
CAS_0000000665,CUST_00000375,POL_000000600,INT_00000003775,2025-04-26T11:00:00+00:00,2025-05-18T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,COMPENSATED,2.48
CAS_0000000666,CUST_00000377,POL_000000602,INT_00000003798,2025-02-08T08:00:00+00:00,2025-02-11T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,COMPENSATED,3.31
CAS_0000000667,CUST_00000377,POL_000000602,INT_00000003802,2024-09-18T17:00:00+00:00,2024-10-05T00:00:00+00:00,BILLING,HIGH,CLOSED,false,ANSWERED,4.25
CAS_0000000668,CUST_00000377,POL_000000602,INT_00000003808,2025-11-16T10:00:00+00:00,2025-11-26T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,
CAS_0000000669,CUST_00000377,POL_000000602,INT_00000003809,2024-09-28T15:00:00+00:00,2024-10-16T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,COMPENSATED,5
CAS_0000000670,CUST_00000378,POL_000000603,INT_00000003815,2024-08-24T11:00:00+00:00,2024-08-25T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,ANSWERED,2.43
CAS_0000000671,CUST_00000380,POL_000000605,INT_00000003828,2025-10-16T13:00:00+00:00,2025-10-20T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.24
CAS_0000000672,CUST_00000380,POL_000000605,INT_00000003831,2026-05-18T17:00:00+00:00,2026-06-09T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,3.52
CAS_0000000673,CUST_00000382,POL_000000609,INT_00000003845,2025-12-25T09:00:00+00:00,2026-01-04T00:00:00+00:00,BILLING,HIGH,ESCALATED,false,ANSWERED,2.34
CAS_0000000674,CUST_00000382,POL_000000608,INT_00000003848,2026-06-27T18:00:00+00:00,2026-07-17T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,COMPENSATED,1.62
CAS_0000000675,CUST_00000382,POL_000000609,INT_00000003850,2025-10-02T17:00:00+00:00,2025-10-25T00:00:00+00:00,BILLING,LOW,ESCALATED,true,ANSWERED,2.19
CAS_0000000676,CUST_00000383,POL_000000612,INT_00000003863,2022-09-26T10:00:00+00:00,2022-10-13T00:00:00+00:00,BILLING,LOW,RESOLVED,false,COMPENSATED,3.55
CAS_0000000677,CUST_00000383,POL_000000611,INT_00000003864,2024-07-25T10:00:00+00:00,2024-08-17T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,ANSWERED,3.41
CAS_0000000678,CUST_00000384,POL_000000613,INT_00000003865,2025-01-27T18:00:00+00:00,2025-02-09T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,3.3
CAS_0000000679,CUST_00000384,POL_000000613,INT_00000003870,2026-02-26T12:00:00+00:00,2026-03-10T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,COMPENSATED,2.97
CAS_0000000680,CUST_00000384,POL_000000613,INT_00000003873,2025-01-30T18:00:00+00:00,2025-02-11T00:00:00+00:00,BILLING,LOW,ESCALATED,true,COMPENSATED,3.01
CAS_0000000681,CUST_00000384,POL_000000613,INT_00000003874,2025-09-10T10:00:00+00:00,2025-09-16T00:00:00+00:00,COMPLAINT,HIGH,ESCALATED,true,ESCALATED_BACKOFFICE,3.52
CAS_0000000682,CUST_00000385,POL_000000615,INT_00000003877,2023-10-15T17:00:00+00:00,2023-10-18T00:00:00+00:00,BILLING,LOW,CLOSED,false,ANSWERED,3.65
CAS_0000000683,CUST_00000385,POL_000000614,INT_00000003885,2025-11-10T08:00:00+00:00,2025-11-17T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,COMPENSATED,3.47
CAS_0000000684,CUST_00000385,POL_000000614,INT_00000003887,2025-07-01T13:00:00+00:00,2025-07-14T00:00:00+00:00,BILLING,CRITICAL,CLOSED,false,COMPENSATED,5
CAS_0000000685,CUST_00000386,POL_000000616,INT_00000003888,2025-04-15T08:00:00+00:00,2025-05-02T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,COMPENSATED,1.99
CAS_0000000686,CUST_00000386,POL_000000617,INT_00000003892,2026-04-30T12:00:00+00:00,2026-05-21T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,3.21
CAS_0000000687,CUST_00000386,POL_000000617,INT_00000003895,2024-02-18T11:00:00+00:00,2024-02-21T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,1
CAS_0000000688,CUST_00000386,POL_000000617,INT_00000003896,2023-08-19T13:00:00+00:00,2023-08-26T00:00:00+00:00,COMPLAINT,CRITICAL,RESOLVED,false,ANSWERED,5
CAS_0000000689,CUST_00000386,POL_000000617,INT_00000003897,2022-06-29T14:00:00+00:00,2022-07-16T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,1.9
CAS_0000000690,CUST_00000386,POL_000000616,INT_00000003898,2025-06-10T10:00:00+00:00,2025-06-13T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.42
CAS_0000000691,CUST_00000387,POL_000000618,INT_00000003907,2025-07-22T09:00:00+00:00,2025-07-30T00:00:00+00:00,COMPLAINT,CRITICAL,CLOSED,false,ESCALATED_BACKOFFICE,2.61
CAS_0000000692,CUST_00000388,POL_000000619,INT_00000003919,2024-05-22T09:00:00+00:00,2024-05-24T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.34
CAS_0000000693,CUST_00000389,POL_000000620,INT_00000003930,2026-02-06T08:00:00+00:00,2026-02-11T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,5
CAS_0000000694,CUST_00000390,POL_000000621,INT_00000003933,2025-04-12T09:00:00+00:00,2025-05-06T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.48
CAS_0000000695,CUST_00000392,POL_000000624,INT_00000003952,2026-05-15T10:00:00+00:00,2026-06-01T00:00:00+00:00,BILLING,HIGH,ESCALATED,false,ANSWERED,3.44
CAS_0000000696,CUST_00000392,POL_000000624,INT_00000003956,2025-12-28T15:00:00+00:00,2026-01-08T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,1.92
CAS_0000000697,CUST_00000393,POL_000000626,INT_00000003959,2025-12-10T16:00:00+00:00,2025-12-13T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,1.92
CAS_0000000698,CUST_00000393,POL_000000626,INT_00000003967,2025-11-28T10:00:00+00:00,2025-12-17T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,3.02
CAS_0000000699,CUST_00000393,POL_000000626,INT_00000003968,2021-10-21T14:00:00+00:00,2021-10-23T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,2.77
CAS_0000000700,CUST_00000394,POL_000000628,INT_00000003970,2025-08-24T17:00:00+00:00,2025-09-05T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,3.17
CAS_0000000701,CUST_00000395,POL_000000629,INT_00000003982,2025-11-01T10:00:00+00:00,,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.69
CAS_0000000702,CUST_00000395,POL_000000630,INT_00000003984,2024-03-19T08:00:00+00:00,2024-04-09T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,ANSWERED,2.25
CAS_0000000703,CUST_00000396,POL_000000631,INT_00000003988,2026-06-12T18:00:00+00:00,2026-06-16T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,3.89
CAS_0000000704,CUST_00000396,POL_000000631,INT_00000003991,2025-08-19T10:00:00+00:00,2025-08-20T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,4.09
CAS_0000000705,CUST_00000396,POL_000000631,INT_00000003993,2025-07-08T09:00:00+00:00,2025-07-12T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,2.53
CAS_0000000706,CUST_00000396,POL_000000631,INT_00000003994,2026-01-03T13:00:00+00:00,2026-01-08T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,4.46
CAS_0000000707,CUST_00000398,POL_000000634,INT_00000004010,2025-10-31T13:00:00+00:00,2025-11-17T00:00:00+00:00,BILLING,LOW,RESOLVED,true,DOCUMENT_REQUESTED,3.31
CAS_0000000708,CUST_00000398,POL_000000634,INT_00000004011,2025-10-15T17:00:00+00:00,2025-11-03T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,4.7
CAS_0000000709,CUST_00000399,POL_000000635,INT_00000004022,2025-03-09T11:00:00+00:00,2025-03-28T00:00:00+00:00,BILLING,LOW,CLOSED,false,COMPENSATED,4.64
CAS_0000000710,CUST_00000399,POL_000000635,INT_00000004028,2024-12-01T12:00:00+00:00,2024-12-08T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,2.38
CAS_0000000711,CUST_00000400,POL_000000637,INT_00000004031,2024-04-19T08:00:00+00:00,2024-05-05T00:00:00+00:00,BILLING,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,2.94
CAS_0000000712,CUST_00000401,POL_000000638,INT_00000004042,2024-07-03T13:00:00+00:00,2024-07-10T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,ANSWERED,1.8
CAS_0000000713,CUST_00000402,POL_000000639,INT_00000004058,2024-12-02T18:00:00+00:00,2024-12-13T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,3.59
CAS_0000000714,CUST_00000403,POL_000000640,INT_00000004063,2024-07-28T11:00:00+00:00,2024-08-04T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,true,COMPENSATED,1.5
CAS_0000000715,CUST_00000404,POL_000000642,INT_00000004080,2025-10-16T14:00:00+00:00,2025-10-22T00:00:00+00:00,COMPLAINT,LOW,CLOSED,true,ANSWERED,1
CAS_0000000716,CUST_00000405,POL_000000643,INT_00000004081,2025-02-05T12:00:00+00:00,2025-02-26T00:00:00+00:00,BILLING,HIGH,CLOSED,false,DOCUMENT_REQUESTED,5
CAS_0000000717,CUST_00000405,POL_000000643,INT_00000004083,2026-03-03T17:00:00+00:00,2026-03-15T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,false,ANSWERED,4.24
CAS_0000000718,CUST_00000405,POL_000000643,INT_00000004087,2023-06-04T17:00:00+00:00,2023-06-18T00:00:00+00:00,COMPLAINT,LOW,CLOSED,false,DOCUMENT_REQUESTED,1.89
CAS_0000000719,CUST_00000405,POL_000000643,INT_00000004089,2024-11-10T17:00:00+00:00,2024-11-21T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.06
CAS_0000000720,CUST_00000405,POL_000000643,INT_00000004090,2022-12-26T16:00:00+00:00,2022-12-27T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.34
CAS_0000000721,CUST_00000405,POL_000000643,INT_00000004093,2025-03-26T15:00:00+00:00,2025-03-28T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,DOCUMENT_REQUESTED,3.79
CAS_0000000722,CUST_00000406,POL_000000646,INT_00000004097,2025-12-19T14:00:00+00:00,2025-12-25T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,COMPENSATED,2.77
CAS_0000000723,CUST_00000407,POL_000000648,INT_00000004103,2025-05-01T18:00:00+00:00,2025-05-19T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,COMPENSATED,3.08
CAS_0000000724,CUST_00000407,POL_000000648,INT_00000004109,2025-10-10T17:00:00+00:00,2025-10-18T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.94
CAS_0000000725,CUST_00000408,POL_000000651,INT_00000004117,2026-02-01T14:00:00+00:00,2026-02-09T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.66
CAS_0000000726,CUST_00000408,POL_000000651,INT_00000004118,2026-06-27T13:00:00+00:00,2026-06-28T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,false,ESCALATED_BACKOFFICE,4.24
CAS_0000000727,CUST_00000409,POL_000000652,INT_00000004130,2022-05-03T14:00:00+00:00,2022-05-27T00:00:00+00:00,BILLING,HIGH,CLOSED,true,ANSWERED,3.03
CAS_0000000728,CUST_00000410,POL_000000654,INT_00000004132,2021-07-13T18:00:00+00:00,2021-07-28T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,DOCUMENT_REQUESTED,2.71
CAS_0000000729,CUST_00000410,POL_000000653,INT_00000004140,2024-09-25T16:00:00+00:00,2024-09-30T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,DOCUMENT_REQUESTED,2.8
CAS_0000000730,CUST_00000411,POL_000000655,INT_00000004148,2025-09-21T16:00:00+00:00,2025-09-25T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,3.24
CAS_0000000731,CUST_00000411,POL_000000655,INT_00000004153,2022-11-01T08:00:00+00:00,2022-11-20T00:00:00+00:00,CLAIM_SUPPORT,CRITICAL,CLOSED,true,ANSWERED,2.89
CAS_0000000732,CUST_00000411,POL_000000655,INT_00000004154,2022-12-18T13:00:00+00:00,2022-12-26T00:00:00+00:00,BILLING,LOW,ESCALATED,true,ANSWERED,2.48
CAS_0000000733,CUST_00000411,POL_000000655,INT_00000004156,2026-02-26T13:00:00+00:00,2026-03-10T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,4.41
CAS_0000000734,CUST_00000412,POL_000000656,INT_00000004158,2026-05-23T09:00:00+00:00,2026-06-07T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,true,ANSWERED,1.58
CAS_0000000735,CUST_00000412,POL_000000656,INT_00000004160,2022-07-29T08:00:00+00:00,2022-08-03T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.38
CAS_0000000736,CUST_00000412,POL_000000659,INT_00000004162,2021-01-20T17:00:00+00:00,2021-02-05T00:00:00+00:00,BILLING,HIGH,CLOSED,false,DOCUMENT_REQUESTED,3.52
CAS_0000000737,CUST_00000413,POL_000000661,INT_00000004171,2026-06-22T18:00:00+00:00,2026-07-13T00:00:00+00:00,BILLING,LOW,RESOLVED,false,COMPENSATED,4.01
CAS_0000000738,CUST_00000413,POL_000000660,INT_00000004176,2026-06-14T08:00:00+00:00,2026-06-29T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,false,DOCUMENT_REQUESTED,2.19
CAS_0000000739,CUST_00000413,POL_000000660,INT_00000004179,2026-01-26T15:00:00+00:00,2026-02-06T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.89
CAS_0000000740,CUST_00000413,POL_000000661,INT_00000004181,2026-06-07T08:00:00+00:00,2026-06-11T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,4.19
CAS_0000000741,CUST_00000414,POL_000000662,INT_00000004194,2024-08-14T13:00:00+00:00,2024-08-29T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.96
CAS_0000000742,CUST_00000415,POL_000000663,INT_00000004199,2025-01-09T17:00:00+00:00,2025-01-31T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,ANSWERED,
CAS_0000000743,CUST_00000415,POL_000000664,INT_00000004200,2026-02-11T11:00:00+00:00,2026-02-21T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,COMPENSATED,2.09
CAS_0000000744,CUST_00000415,POL_000000663,INT_00000004201,2023-12-05T12:00:00+00:00,2023-12-19T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,4.23
CAS_0000000745,CUST_00000416,POL_000000665,INT_00000004205,2025-06-12T09:00:00+00:00,2025-06-15T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.3
CAS_0000000746,CUST_00000416,POL_000000665,INT_00000004208,2025-12-13T16:00:00+00:00,2026-01-06T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.53
CAS_0000000747,CUST_00000416,POL_000000665,INT_00000004211,2025-11-22T13:00:00+00:00,2025-11-24T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ESCALATED_BACKOFFICE,4.29
CAS_0000000748,CUST_00000417,POL_000000666,INT_00000004223,2025-08-11T12:00:00+00:00,2025-08-15T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,3.92
CAS_0000000749,CUST_00000418,POL_000000667,INT_00000004232,2023-06-22T11:00:00+00:00,2023-07-02T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.14
CAS_0000000750,CUST_00000420,POL_000000669,INT_00000004246,2025-05-02T11:00:00+00:00,2025-05-05T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,3.18
CAS_0000000751,CUST_00000420,POL_000000669,INT_00000004251,2022-11-01T15:00:00+00:00,2022-11-04T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,3.91
CAS_0000000752,CUST_00000420,POL_000000669,INT_00000004255,2025-10-27T12:00:00+00:00,2025-10-28T00:00:00+00:00,CLAIM_SUPPORT,HIGH,ESCALATED,false,ANSWERED,4.57
CAS_0000000753,CUST_00000421,POL_000000670,INT_00000004257,2025-12-04T11:00:00+00:00,2025-12-14T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,false,ANSWERED,3.09
CAS_0000000754,CUST_00000421,POL_000000670,INT_00000004258,2026-06-07T13:00:00+00:00,2026-06-17T00:00:00+00:00,COMPLAINT,MEDIUM,ESCALATED,false,ANSWERED,4.73
CAS_0000000755,CUST_00000422,POL_000000672,INT_00000004266,2023-05-07T09:00:00+00:00,2023-05-14T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,COMPENSATED,3.24
CAS_0000000756,CUST_00000423,POL_000000674,INT_00000004274,2026-04-26T11:00:00+00:00,2026-05-20T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,false,DOCUMENT_REQUESTED,4.46
CAS_0000000757,CUST_00000423,POL_000000674,INT_00000004280,2023-07-23T13:00:00+00:00,2023-08-03T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,ANSWERED,4.59
CAS_0000000758,CUST_00000425,POL_000000676,INT_00000004296,2026-06-22T09:00:00+00:00,2026-07-03T00:00:00+00:00,BILLING,LOW,RESOLVED,true,ANSWERED,1.55
CAS_0000000759,CUST_00000426,POL_000000677,INT_00000004300,2025-12-27T17:00:00+00:00,2026-01-06T00:00:00+00:00,BILLING,LOW,CLOSED,false,DOCUMENT_REQUESTED,2.74
CAS_0000000760,CUST_00000427,POL_000000678,INT_00000004305,2025-12-24T16:00:00+00:00,2026-01-11T00:00:00+00:00,COMPLAINT,MEDIUM,CLOSED,false,ANSWERED,
CAS_0000000761,CUST_00000427,POL_000000679,INT_00000004312,2023-06-19T15:00:00+00:00,2023-06-27T00:00:00+00:00,COMPLAINT,CRITICAL,RESOLVED,false,COMPENSATED,2.86
CAS_0000000762,CUST_00000428,POL_000000681,INT_00000004325,2025-11-10T16:00:00+00:00,2025-11-24T00:00:00+00:00,BILLING,HIGH,CLOSED,false,ANSWERED,2.92
CAS_0000000763,CUST_00000429,POL_000000683,INT_00000004328,2025-05-20T16:00:00+00:00,2025-05-28T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,true,COMPENSATED,2.46
