retention_action_id,customer_id,policy_id,action_date,action_timestamp,action_type,trigger_reason,offered_value,channel_id,agent_id,accepted_flag,retained_90d_flag
RET_0000000332,CUST_00002003,POL_000003216,2025-02-13,2025-02-13T13:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,33.3,CH_RETENTION_OUTBOUND,AGT_00006,true,true
RET_0000000333,CUST_00002007,POL_000003222,2025-12-07,2025-12-07T12:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,206.27,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000334,CUST_00002009,POL_000003224,2025-10-15,2025-10-15T14:00:00+00:00,CALLBACK,COMPLAINT,21.06,CH_RETENTION_OUTBOUND,AGT_00132,true,true
RET_0000000335,CUST_00002016,POL_000003237,2026-06-15,2026-06-15T11:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,226.44,CH_RETENTION_OUTBOUND,AGT_00048,true,false
RET_0000000336,CUST_00002024,POL_000003250,2026-01-22,2026-01-22T09:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,15.57,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000337,CUST_00002034,POL_000003271,2025-10-22,2025-10-22T12:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,35.79,CH_RETENTION_OUTBOUND,AGT_00020,true,false
RET_0000000338,CUST_00002035,POL_000003272,2025-03-24,2025-03-24T09:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,27.33,CH_RETENTION_OUTBOUND,AGT_00055,true,true
RET_0000000339,CUST_00002043,POL_000003284,2025-01-08,2025-01-08T15:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,37.59,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000340,CUST_00002045,POL_000003288,2025-08-14,2025-08-14T10:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,38.09,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000341,CUST_00002048,POL_000003291,2026-04-09,2026-04-09T09:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,7.21,CH_RETENTION_OUTBOUND,AGT_00097,true,true
RET_0000000342,CUST_00002064,POL_000003314,2024-10-14,2024-10-14T08:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,232.02,CH_RETENTION_OUTBOUND,AGT_00034,true,true
RET_0000000343,CUST_00002073,POL_000003329,2025-09-30,2025-09-30T11:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,42.98,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000344,CUST_00002074,POL_000003335,2024-09-01,2024-09-01T11:00:00+00:00,CALLBACK,RENEWAL_RISK,30.63,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000345,CUST_00002098,POL_000003370,2022-10-14,2022-10-14T13:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,22.24,CH_RETENTION_OUTBOUND,AGT_00069,true,true
RET_0000000346,CUST_00002100,POL_000003376,2025-02-13,2025-02-13T16:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,99.86,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000347,CUST_00002103,POL_000003382,2026-05-28,2026-05-28T13:00:00+00:00,CALLBACK,PREMIUM_INCREASE,20.56,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000348,CUST_00002110,POL_000003392,2025-01-05,2025-01-05T11:00:00+00:00,DISCOUNT,RENEWAL_RISK,22.57,CH_RETENTION_OUTBOUND,AGT_00125,false,false
RET_0000000349,CUST_00002117,POL_000003402,2023-04-22,2023-04-22T16:00:00+00:00,CLAIM_REVIEW,COMPLAINT,13.4,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000350,CUST_00002118,POL_000003404,2026-04-26,2026-04-26T13:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,91.37,CH_RETENTION_OUTBOUND,AGT_00062,true,true
RET_0000000351,CUST_00002119,POL_000003405,2026-04-11,2026-04-11T19:00:00+00:00,DISCOUNT,COMPLAINT,104.91,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000352,CUST_00002120,POL_000003408,2026-04-06,2026-04-06T19:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,24.18,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000353,CUST_00002123,POL_000003411,2022-11-06,2022-11-06T15:00:00+00:00,DISCOUNT,COMPLAINT,11.82,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000354,CUST_00002134,POL_000003430,2024-03-10,2024-03-10T18:00:00+00:00,CLAIM_REVIEW,COMPLAINT,61.96,CH_RETENTION_OUTBOUND,AGT_00076,false,false
RET_0000000355,CUST_00002137,POL_000003437,2024-12-04,2024-12-04T14:00:00+00:00,CALLBACK,PREMIUM_INCREASE,55.2,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000356,CUST_00002152,POL_000003457,2024-12-04,2024-12-04T15:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,114.21,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000357,CUST_00002159,POL_000003467,2026-01-19,2026-01-19T11:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,27.74,CH_RETENTION_OUTBOUND,AGT_00146,false,false
RET_0000000358,CUST_00002160,POL_000003469,2024-08-11,2024-08-11T08:00:00+00:00,LOYALTY_BONUS,COMPLAINT,26.47,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000359,CUST_00002172,POL_000003489,2025-11-21,2025-11-21T09:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,22.12,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000360,CUST_00002174,POL_000003491,2023-08-11,2023-08-11T08:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,77.34,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000361,CUST_00002176,POL_000003494,2025-05-26,2025-05-26T17:00:00+00:00,LOYALTY_BONUS,PAYMENT_INCIDENT,113.39,CH_RETENTION_OUTBOUND,AGT_00013,false,false
RET_0000000362,CUST_00002178,POL_000003497,2024-05-16,2024-05-16T14:00:00+00:00,CALLBACK,COMPLAINT,132.04,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000363,CUST_00002179,POL_000003498,2024-06-24,2024-06-24T09:00:00+00:00,DISCOUNT,COMPLAINT,14.15,CH_RETENTION_OUTBOUND,AGT_00132,true,false
RET_0000000364,CUST_00002184,POL_000003505,2024-06-09,2024-06-09T19:00:00+00:00,CALLBACK,PREMIUM_INCREASE,40.81,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000365,CUST_00002194,POL_000003521,2024-05-06,2024-05-06T19:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,113.27,CH_RETENTION_OUTBOUND,AGT_00118,false,false
RET_0000000366,CUST_00002206,POL_000003543,2026-01-27,2026-01-27T14:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,54.18,CH_RETENTION_OUTBOUND,AGT_00020,true,true
RET_0000000367,CUST_00002225,POL_000003575,2026-05-14,2026-05-14T17:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,119.04,CH_RETENTION_OUTBOUND,AGT_00076,false,false
RET_0000000368,CUST_00002226,POL_000003580,2025-07-20,2025-07-20T19:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,78.16,CH_RETENTION_OUTBOUND,AGT_00027,true,true
RET_0000000369,CUST_00002229,POL_000003583,2025-09-29,2025-09-29T10:00:00+00:00,CALLBACK,COMPLAINT,105.41,CH_RETENTION_OUTBOUND,AGT_00020,true,true
RET_0000000370,CUST_00002231,POL_000003587,2025-12-07,2025-12-07T09:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,44.01,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000371,CUST_00002232,POL_000003589,2022-10-07,2022-10-07T10:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,7.63,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000372,CUST_00002238,POL_000003596,2026-02-23,2026-02-23T12:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,71.36,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000373,CUST_00002240,POL_000003598,2026-01-17,2026-01-17T09:00:00+00:00,PAYMENT_PLAN,COMPLAINT,81.17,CH_RETENTION_OUTBOUND,AGT_00069,true,true
RET_0000000374,CUST_00002247,POL_000003605,2025-04-28,2025-04-28T15:00:00+00:00,DISCOUNT,COMPLAINT,35.98,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000375,CUST_00002254,POL_000003619,2025-05-27,2025-05-27T08:00:00+00:00,DISCOUNT,RENEWAL_RISK,7.53,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000376,CUST_00002255,POL_000003621,2026-03-29,2026-03-29T17:00:00+00:00,LOYALTY_BONUS,COMPLAINT,16.06,CH_RETENTION_OUTBOUND,AGT_00062,true,false
RET_0000000377,CUST_00002263,POL_000003632,2024-04-27,2024-04-27T15:00:00+00:00,CALLBACK,COMPLAINT,11.69,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000378,CUST_00002265,POL_000003635,2024-12-30,2024-12-30T16:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,75.0,CH_RETENTION_OUTBOUND,AGT_00167,false,false
RET_0000000379,CUST_00002274,POL_000003650,2024-12-13,2024-12-13T18:00:00+00:00,CALLBACK,COMPLAINT,56.5,CH_RETENTION_OUTBOUND,AGT_00048,true,false
RET_0000000380,CUST_00002303,POL_000003700,2026-03-22,2026-03-22T19:00:00+00:00,CALLBACK,PREMIUM_INCREASE,139.96,CH_RETENTION_OUTBOUND,AGT_00027,true,true
RET_0000000381,CUST_00002306,POL_000003704,2026-03-05,2026-03-05T08:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,78.66,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000382,CUST_00002310,POL_000003708,2025-10-19,2025-10-19T11:00:00+00:00,LOYALTY_BONUS,PAYMENT_INCIDENT,20.11,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000383,CUST_00002343,POL_000003750,2026-05-03,2026-05-03T12:00:00+00:00,CLAIM_REVIEW,COMPLAINT,46.68,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000384,CUST_00002345,POL_000003754,2025-12-26,2025-12-26T17:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,26.82,CH_RETENTION_OUTBOUND,AGT_00160,false,false
RET_0000000385,CUST_00002347,POL_000003758,2022-03-06,2022-03-06T13:00:00+00:00,DISCOUNT,HIGH_VALUE_SAVE,12.57,CH_RETENTION_OUTBOUND,AGT_00146,true,false
RET_0000000386,CUST_00002348,POL_000003761,2023-08-30,2023-08-30T18:00:00+00:00,CALLBACK,PREMIUM_INCREASE,22.01,CH_RETENTION_OUTBOUND,AGT_00062,true,true
RET_0000000387,CUST_00002351,POL_000003765,2026-04-08,2026-04-08T16:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,83.65,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000388,CUST_00002353,POL_000003768,2023-10-21,2023-10-21T19:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,32.51,CH_RETENTION_OUTBOUND,AGT_00118,true,true
RET_0000000389,CUST_00002368,POL_000003789,2026-02-19,2026-02-19T11:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,110.37,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000390,CUST_00002369,POL_000003790,2025-02-16,2025-02-16T12:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,100.5,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000391,CUST_00002374,POL_000003798,2026-01-31,2026-01-31T18:00:00+00:00,DISCOUNT,COMPLAINT,92.93,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000392,CUST_00002378,POL_000003804,2023-06-15,2023-06-15T08:00:00+00:00,PAYMENT_PLAN,LOW_ENGAGEMENT,106.92,CH_RETENTION_OUTBOUND,AGT_00076,true,true
RET_0000000393,CUST_00002386,POL_000003821,2026-02-24,2026-02-24T18:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,45.16,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000394,CUST_00002387,POL_000003822,2024-07-28,2024-07-28T09:00:00+00:00,CALLBACK,RENEWAL_RISK,85.7,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000395,CUST_00002391,POL_000003830,2025-01-07,2025-01-07T08:00:00+00:00,PAYMENT_PLAN,HIGH_VALUE_SAVE,144.77,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000396,CUST_00002393,POL_000003833,2022-01-15,2022-01-15T15:00:00+00:00,CALLBACK,PREMIUM_INCREASE,100.06,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000397,CUST_00002401,POL_000003843,2025-12-17,2025-12-17T14:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,61.6,CH_RETENTION_OUTBOUND,AGT_00104,false,false
RET_0000000398,CUST_00002402,POL_000003845,2025-08-27,2025-08-27T18:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,90.14,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000399,CUST_00002405,POL_000003850,2025-06-29,2025-06-29T10:00:00+00:00,PAYMENT_PLAN,LOW_ENGAGEMENT,27.03,CH_RETENTION_OUTBOUND,AGT_00076,true,false
RET_0000000400,CUST_00002406,POL_000003851,2022-02-12,2022-02-12T13:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,21.71,CH_RETENTION_OUTBOUND,AGT_00104,true,false
RET_0000000401,CUST_00002410,POL_000003856,2025-11-25,2025-11-25T14:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,40.36,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000402,CUST_00002416,POL_000003865,2024-06-06,2024-06-06T14:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,45.2,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000403,CUST_00002418,POL_000003867,2024-12-02,2024-12-02T14:00:00+00:00,CALLBACK,PREMIUM_INCREASE,3.88,CH_RETENTION_OUTBOUND,AGT_00146,false,false
RET_0000000404,CUST_00002420,POL_000003869,2026-05-02,2026-05-02T18:00:00+00:00,CLAIM_REVIEW,COMPLAINT,72.67,CH_RETENTION_OUTBOUND,AGT_00139,false,false
RET_0000000405,CUST_00002421,POL_000003870,2025-01-16,2025-01-16T18:00:00+00:00,CLAIM_REVIEW,RENEWAL_RISK,29.32,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000406,CUST_00002429,POL_000003879,2026-06-28,2026-06-28T12:00:00+00:00,DISCOUNT,RENEWAL_RISK,95.2,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000407,CUST_00002450,POL_000003911,2025-12-01,2025-12-01T09:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,52.57,CH_RETENTION_OUTBOUND,AGT_00118,true,true
RET_0000000408,CUST_00002462,POL_000003934,2026-01-09,2026-01-09T11:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,128.97,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000409,CUST_00002466,POL_000003943,2024-10-20,2024-10-20T15:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,14.03,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000410,CUST_00002469,POL_000003950,2025-12-08,2025-12-08T18:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,32.8,CH_RETENTION_OUTBOUND,AGT_00118,false,false
RET_0000000411,CUST_00002474,POL_000003958,2025-05-22,2025-05-22T19:00:00+00:00,CALLBACK,RENEWAL_RISK,122.08,CH_RETENTION_OUTBOUND,AGT_00104,true,false
RET_0000000412,CUST_00002483,POL_000003972,2026-04-21,2026-04-21T11:00:00+00:00,CLAIM_REVIEW,COMPLAINT,25.27,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000413,CUST_00002485,POL_000003975,2025-10-28,2025-10-28T15:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,78.13,CH_RETENTION_OUTBOUND,AGT_00111,true,true
RET_0000000414,CUST_00002492,POL_000003985,2025-10-24,2025-10-24T17:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,67.59,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000415,CUST_00002520,POL_000004037,2024-03-09,2024-03-09T11:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,78.42,CH_RETENTION_OUTBOUND,AGT_00027,true,true
RET_0000000416,CUST_00002522,POL_000004041,2026-06-19,2026-06-19T18:00:00+00:00,CALLBACK,PREMIUM_INCREASE,127.34,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000417,CUST_00002528,POL_000004049,2025-08-19,2025-08-19T13:00:00+00:00,PAYMENT_PLAN,HIGH_VALUE_SAVE,74.88,CH_RETENTION_OUTBOUND,AGT_00041,true,true
RET_0000000418,CUST_00002537,POL_000004064,2025-03-20,2025-03-20T11:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,105.49,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000419,CUST_00002539,POL_000004067,2024-12-16,2024-12-16T10:00:00+00:00,DISCOUNT,HIGH_VALUE_SAVE,30.96,CH_RETENTION_OUTBOUND,AGT_00006,true,true
RET_0000000420,CUST_00002542,POL_000004073,2024-03-26,2024-03-26T13:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,67.37,CH_RETENTION_OUTBOUND,AGT_00041,true,true
RET_0000000421,CUST_00002551,POL_000004089,2026-01-17,2026-01-17T14:00:00+00:00,CLAIM_REVIEW,COMPLAINT,36.12,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000422,CUST_00002552,POL_000004090,2026-02-11,2026-02-11T19:00:00+00:00,CALLBACK,RENEWAL_RISK,171.04,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000423,CUST_00002557,POL_000004098,2024-05-20,2024-05-20T18:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,39.05,CH_RETENTION_OUTBOUND,AGT_00111,true,true
RET_0000000424,CUST_00002558,POL_000004099,2024-04-03,2024-04-03T12:00:00+00:00,DISCOUNT,RENEWAL_RISK,26.93,CH_RETENTION_OUTBOUND,AGT_00118,true,false
RET_0000000425,CUST_00002577,POL_000004129,2022-01-01,2022-01-01T10:00:00+00:00,DISCOUNT,COMPLAINT,75.68,CH_RETENTION_OUTBOUND,AGT_00062,true,true
RET_0000000426,CUST_00002584,POL_000004141,2023-01-30,2023-01-30T18:00:00+00:00,DISCOUNT,COMPLAINT,39.64,CH_RETENTION_OUTBOUND,AGT_00132,true,true
RET_0000000427,CUST_00002586,POL_000004143,2024-08-22,2024-08-22T18:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,48.71,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000428,CUST_00002589,POL_000004147,2026-02-05,2026-02-05T19:00:00+00:00,LOYALTY_BONUS,PAYMENT_INCIDENT,171.58,CH_RETENTION_OUTBOUND,AGT_00139,false,false
RET_0000000429,CUST_00002598,POL_000004161,2025-07-26,2025-07-26T11:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,34.84,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000430,CUST_00002616,POL_000004195,2025-10-24,2025-10-24T13:00:00+00:00,PAYMENT_PLAN,LOW_ENGAGEMENT,109.84,CH_RETENTION_OUTBOUND,AGT_00104,true,true
RET_0000000431,CUST_00002635,POL_000004223,2025-09-01,2025-09-01T14:00:00+00:00,DISCOUNT,RENEWAL_RISK,36.21,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000432,CUST_00002639,POL_000004229,2026-02-24,2026-02-24T10:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,116.7,CH_RETENTION_OUTBOUND,AGT_00097,true,true
RET_0000000433,CUST_00002644,POL_000004237,2026-03-29,2026-03-29T18:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,37.9,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000434,CUST_00002647,POL_000004242,2025-04-15,2025-04-15T15:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,37.7,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000435,CUST_00002648,POL_000004243,2026-01-02,2026-01-02T19:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,14.84,CH_RETENTION_OUTBOUND,AGT_00139,true,false
RET_0000000436,CUST_00002649,POL_000004246,2026-02-13,2026-02-13T09:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,154.19,CH_RETENTION_OUTBOUND,AGT_00139,false,false
RET_0000000437,CUST_00002651,POL_000004250,2022-04-03,2022-04-03T12:00:00+00:00,CLAIM_REVIEW,COMPLAINT,32.85,CH_RETENTION_OUTBOUND,AGT_00125,true,true
RET_0000000438,CUST_00002653,POL_000004256,2022-03-07,2022-03-07T19:00:00+00:00,CALLBACK,PREMIUM_INCREASE,169.07,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000439,CUST_00002655,POL_000004258,2025-10-28,2025-10-28T13:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,61.1,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000440,CUST_00002660,POL_000004263,2026-05-25,2026-05-25T09:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,12.25,CH_RETENTION_OUTBOUND,AGT_00006,true,false
RET_0000000441,CUST_00002664,POL_000004268,2026-06-26,2026-06-26T16:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,116.36,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000442,CUST_00002665,POL_000004269,2024-04-21,2024-04-21T09:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,26.02,CH_RETENTION_OUTBOUND,AGT_00034,true,true
RET_0000000443,CUST_00002677,POL_000004291,2025-10-05,2025-10-05T15:00:00+00:00,DISCOUNT,HIGH_VALUE_SAVE,56.96,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000444,CUST_00002685,POL_000004304,2026-04-18,2026-04-18T09:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,14.52,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000445,CUST_00002700,POL_000004335,2024-10-26,2024-10-26T18:00:00+00:00,CALLBACK,PREMIUM_INCREASE,27.69,CH_RETENTION_OUTBOUND,AGT_00048,true,false
RET_0000000446,CUST_00002707,POL_000004345,2025-03-05,2025-03-05T15:00:00+00:00,DISCOUNT,COMPLAINT,33.49,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000447,CUST_00002708,POL_000004348,2025-08-07,2025-08-07T14:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,123.65,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000448,CUST_00002710,POL_000004350,2026-06-14,2026-06-14T13:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,56.36,CH_RETENTION_OUTBOUND,AGT_00111,false,false
RET_0000000449,CUST_00002714,POL_000004355,2023-10-06,2023-10-06T18:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,10.83,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000450,CUST_00002719,POL_000004361,2025-08-06,2025-08-06T18:00:00+00:00,CALLBACK,PREMIUM_INCREASE,15.84,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000451,CUST_00002737,POL_000004392,2022-04-19,2022-04-19T13:00:00+00:00,CALLBACK,COMPLAINT,136.54,CH_RETENTION_OUTBOUND,AGT_00111,false,false
RET_0000000452,CUST_00002740,POL_000004396,2024-06-01,2024-06-01T08:00:00+00:00,DISCOUNT,COMPLAINT,14.34,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000453,CUST_00002756,POL_000004422,2026-04-17,2026-04-17T16:00:00+00:00,CLAIM_REVIEW,RENEWAL_RISK,26.1,CH_RETENTION_OUTBOUND,AGT_00132,true,true
RET_0000000454,CUST_00002763,POL_000004434,2026-05-13,2026-05-13T08:00:00+00:00,DISCOUNT,RENEWAL_RISK,192.59,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000455,CUST_00002769,POL_000004441,2024-11-12,2024-11-12T15:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,35.99,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000456,CUST_00002779,POL_000004459,2026-04-04,2026-04-04T12:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,170.21,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000457,CUST_00002799,POL_000004497,2023-11-01,2023-11-01T15:00:00+00:00,LOYALTY_BONUS,PAYMENT_INCIDENT,66.12,CH_RETENTION_OUTBOUND,AGT_00069,true,true
RET_0000000458,CUST_00002800,POL_000004498,2025-01-25,2025-01-25T19:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,84.47,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000459,CUST_00002802,POL_000004502,2024-01-14,2024-01-14T18:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,53.12,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000460,CUST_00002807,POL_000004508,2026-03-12,2026-03-12T11:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,235.85,CH_RETENTION_OUTBOUND,AGT_00111,true,false
RET_0000000461,CUST_00002819,POL_000004526,2026-03-24,2026-03-24T09:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,24.03,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000462,CUST_00002829,POL_000004541,2023-07-11,2023-07-11T13:00:00+00:00,DISCOUNT,COMPLAINT,156.57,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000463,CUST_00002833,POL_000004546,2023-01-07,2023-01-07T12:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,48.73,CH_RETENTION_OUTBOUND,AGT_00069,true,true
RET_0000000464,CUST_00002834,POL_000004547,2025-01-26,2025-01-26T08:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,27.2,CH_RETENTION_OUTBOUND,AGT_00013,false,false
RET_0000000465,CUST_00002835,POL_000004548,2026-03-07,2026-03-07T19:00:00+00:00,CALLBACK,RENEWAL_RISK,78.53,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000466,CUST_00002839,POL_000004558,2026-01-03,2026-01-03T19:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,31.91,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000467,CUST_00002855,POL_000004583,2022-09-12,2022-09-12T18:00:00+00:00,CALLBACK,RENEWAL_RISK,78.18,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000468,CUST_00002857,POL_000004586,2023-04-19,2023-04-19T18:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,67.67,CH_RETENTION_OUTBOUND,AGT_00153,true,false
RET_0000000469,CUST_00002865,POL_000004596,2025-06-14,2025-06-14T14:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,33.83,CH_RETENTION_OUTBOUND,AGT_00006,true,true
