campaign_contact_id,campaign_id,customer_id,policy_id,channel_id,campaign_type,campaign_name,contact_datetime,contact_year,opened_flag,clicked_flag,responded_flag,converted_flag,offer_id
CMPCT_00000007322,CMP_2024_CROSS_SELL,CUST_00003247,POL_000005208,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-01-13T16:00:00+00:00,2024,true,true,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007323,CMP_2025_RENEWAL,CUST_00003247,POL_000005208,CH_EMAIL,RENEWAL,Renewal France 2025,2025-11-17T17:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007324,CMP_2026_UPSELL,CUST_00003247,POL_000005208,CH_EMAIL,UPSELL,Upsell France 2026,2026-12-22T17:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000007325,CMP_2024_RENEWAL,CUST_00003248,POL_000005209,CH_EMAIL,RENEWAL,Renewal France 2024,2024-03-14T09:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000007326,CMP_2025_UPSELL,CUST_00003248,POL_000005209,CH_EMAIL,UPSELL,Upsell France 2025,2025-07-11T10:00:00+00:00,2025,true,false,false,false,OFF_UPSELL_2025
CMPCT_00000007327,CMP_2026_CROSS_SELL,CUST_00003248,POL_000005209,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-06-16T19:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007328,CMP_2021_RENEWAL,CUST_00003249,POL_000005211,CH_EMAIL,RENEWAL,Renewal France 2021,2021-07-14T17:00:00+00:00,2021,true,false,false,false,OFF_RENEWAL_2021
CMPCT_00000007329,CMP_2023_CROSS_SELL,CUST_00003249,POL_000005210,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-01-18T14:00:00+00:00,2023,true,true,true,false,OFF_CROSS_SELL_2023
CMPCT_00000007330,CMP_2024_CROSS_SELL,CUST_00003249,POL_000005211,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-12-01T14:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007331,CMP_2025_UPSELL,CUST_00003249,POL_000005211,CH_EMAIL,UPSELL,Upsell France 2025,2025-06-01T11:00:00+00:00,2025,true,true,false,false,OFF_UPSELL_2025
CMPCT_00000007332,CMP_2026_RETENTION,CUST_00003249,POL_000005211,CH_EMAIL,RETENTION,Retention France 2026,2026-06-01T10:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007333,CMP_2020_CROSS_SELL,CUST_00003250,POL_000005212,CH_EMAIL,CROSS_SELL,Cross_Sell France 2020,2020-01-05T12:00:00+00:00,2020,false,false,false,false,OFF_CROSS_SELL_2020
CMPCT_00000007334,CMP_2021_UPSELL,CUST_00003250,POL_000005212,CH_EMAIL,UPSELL,Upsell France 2021,2021-04-07T09:00:00+00:00,2021,false,false,false,false,OFF_UPSELL_2021
CMPCT_00000007335,CMP_2023_CROSS_SELL,CUST_00003250,POL_000005213,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-04-20T19:00:00+00:00,2023,true,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007336,CMP_2025_RENEWAL,CUST_00003250,POL_000005212,CH_EMAIL,RENEWAL,Renewal France 2025,2025-05-07T15:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007337,CMP_2026_RETENTION,CUST_00003250,POL_000005212,CH_EMAIL,RETENTION,Retention France 2026,2026-10-10T10:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007338,CMP_2025_CROSS_SELL,CUST_00003251,POL_000005215,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-10-04T09:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007339,CMP_2026_RETENTION,CUST_00003252,POL_000005217,CH_EMAIL,RETENTION,Retention France 2026,2026-02-08T12:00:00+00:00,2026,false,false,false,false,OFF_RETENTION_2026
CMPCT_00000007340,CMP_2025_UPSELL,CUST_00003253,POL_000005218,CH_EMAIL,UPSELL,Upsell France 2025,2025-04-02T16:00:00+00:00,2025,true,false,false,false,OFF_UPSELL_2025
CMPCT_00000007341,CMP_2024_RENEWAL,CUST_00003254,POL_000005219,CH_EMAIL,RENEWAL,Renewal France 2024,2024-03-11T11:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000007342,CMP_2025_UPSELL,CUST_00003254,POL_000005219,CH_EMAIL,UPSELL,Upsell France 2025,2025-10-18T08:00:00+00:00,2025,true,false,false,false,OFF_UPSELL_2025
CMPCT_00000007343,CMP_2026_CROSS_SELL,CUST_00003254,POL_000005220,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-08-18T18:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007344,CMP_2022_UPSELL,CUST_00003255,POL_000005221,CH_EMAIL,UPSELL,Upsell France 2022,2022-02-23T13:00:00+00:00,2022,true,false,false,false,OFF_UPSELL_2022
CMPCT_00000007345,CMP_2023_RETENTION,CUST_00003255,POL_000005221,CH_EMAIL,RETENTION,Retention France 2023,2023-03-05T18:00:00+00:00,2023,false,false,false,false,OFF_RETENTION_2023
CMPCT_00000007346,CMP_2024_RENEWAL,CUST_00003255,POL_000005221,CH_EMAIL,RENEWAL,Renewal France 2024,2024-10-10T11:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000007347,CMP_2023_CROSS_SELL,CUST_00003256,POL_000005222,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-07-22T09:00:00+00:00,2023,true,true,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007348,CMP_2024_RENEWAL,CUST_00003256,POL_000005222,CH_EMAIL,RENEWAL,Renewal France 2024,2024-11-06T17:00:00+00:00,2024,true,true,true,false,OFF_RENEWAL_2024
CMPCT_00000007349,CMP_2025_CROSS_SELL,CUST_00003256,POL_000005222,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-04-09T08:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007350,CMP_2025_RETENTION,CUST_00003257,POL_000005224,CH_EMAIL,RETENTION,Retention France 2025,2025-10-04T10:00:00+00:00,2025,false,false,false,false,OFF_RETENTION_2025
CMPCT_00000007351,CMP_2026_CROSS_SELL,CUST_00003257,POL_000005223,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-11-18T18:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007352,CMP_2023_RENEWAL,CUST_00003258,POL_000005225,CH_EMAIL,RENEWAL,Renewal France 2023,2023-12-23T12:00:00+00:00,2023,true,false,false,false,OFF_RENEWAL_2023
CMPCT_00000007353,CMP_2023_CROSS_SELL,CUST_00003259,POL_000005227,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-07-23T17:00:00+00:00,2023,true,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007354,CMP_2024_UPSELL,CUST_00003259,POL_000005227,CH_EMAIL,UPSELL,Upsell France 2024,2024-05-15T12:00:00+00:00,2024,false,false,false,false,OFF_UPSELL_2024
CMPCT_00000007355,CMP_2025_RENEWAL,CUST_00003259,POL_000005227,CH_EMAIL,RENEWAL,Renewal France 2025,2025-12-04T13:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007356,CMP_2026_RENEWAL,CUST_00003259,POL_000005227,CH_EMAIL,RENEWAL,Renewal France 2026,2026-12-24T10:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007357,CMP_2025_RETENTION,CUST_00003260,POL_000005228,CH_EMAIL,RETENTION,Retention France 2025,2025-01-17T11:00:00+00:00,2025,true,true,false,false,OFF_RETENTION_2025
CMPCT_00000007358,CMP_2026_RENEWAL,CUST_00003260,POL_000005229,CH_EMAIL,RENEWAL,Renewal France 2026,2026-08-02T14:00:00+00:00,2026,true,true,false,false,OFF_RENEWAL_2026
CMPCT_00000007359,CMP_2026_CROSS_SELL,CUST_00003262,POL_000005232,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-03-06T08:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007360,CMP_2024_CROSS_SELL,CUST_00003263,POL_000005234,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-02-12T17:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007361,CMP_2025_RENEWAL,CUST_00003263,POL_000005234,CH_EMAIL,RENEWAL,Renewal France 2025,2025-03-07T11:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007362,CMP_2025_RETENTION,CUST_00003264,POL_000005235,CH_EMAIL,RETENTION,Retention France 2025,2025-06-01T08:00:00+00:00,2025,false,false,false,false,OFF_RETENTION_2025
CMPCT_00000007363,CMP_2026_UPSELL,CUST_00003264,POL_000005235,CH_EMAIL,UPSELL,Upsell France 2026,2026-02-08T15:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000007364,CMP_2023_RETENTION,CUST_00003265,POL_000005236,CH_EMAIL,RETENTION,Retention France 2023,2023-12-16T12:00:00+00:00,2023,true,false,false,false,OFF_RETENTION_2023
CMPCT_00000007365,CMP_2024_RENEWAL,CUST_00003265,POL_000005236,CH_EMAIL,RENEWAL,Renewal France 2024,2024-05-01T15:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000007366,CMP_2026_UPSELL,CUST_00003265,POL_000005236,CH_EMAIL,UPSELL,Upsell France 2026,2026-01-21T15:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000007367,CMP_2026_RENEWAL,CUST_00003266,POL_000005237,CH_EMAIL,RENEWAL,Renewal France 2026,2026-05-08T12:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007368,CMP_2021_CROSS_SELL,CUST_00003267,POL_000005239,CH_EMAIL,CROSS_SELL,Cross_Sell France 2021,2021-04-11T13:00:00+00:00,2021,false,false,false,false,OFF_CROSS_SELL_2021
CMPCT_00000007369,CMP_2022_RENEWAL,CUST_00003267,POL_000005241,CH_EMAIL,RENEWAL,Renewal France 2022,2022-02-13T13:00:00+00:00,2022,false,false,false,false,OFF_RENEWAL_2022
CMPCT_00000007370,CMP_2024_CROSS_SELL,CUST_00003267,POL_000005239,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-09-12T11:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007371,CMP_2025_CROSS_SELL,CUST_00003267,POL_000005240,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-06-05T18:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007372,CMP_2026_RETENTION,CUST_00003267,POL_000005239,CH_EMAIL,RETENTION,Retention France 2026,2026-06-08T18:00:00+00:00,2026,true,true,false,false,OFF_RETENTION_2026
CMPCT_00000007373,CMP_2026_RETENTION,CUST_00003268,POL_000005242,CH_EMAIL,RETENTION,Retention France 2026,2026-03-11T10:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007374,CMP_2026_CROSS_SELL,CUST_00003269,POL_000005243,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-12-18T09:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007375,CMP_2020_RENEWAL,CUST_00003270,POL_000005246,CH_EMAIL,RENEWAL,Renewal France 2020,2020-11-07T16:00:00+00:00,2020,true,false,false,false,OFF_RENEWAL_2020
CMPCT_00000007376,CMP_2021_RETENTION,CUST_00003270,POL_000005246,CH_EMAIL,RETENTION,Retention France 2021,2021-07-01T13:00:00+00:00,2021,false,false,false,false,OFF_RETENTION_2021
CMPCT_00000007377,CMP_2022_RETENTION,CUST_00003270,POL_000005246,CH_EMAIL,RETENTION,Retention France 2022,2022-12-07T08:00:00+00:00,2022,false,false,false,false,OFF_RETENTION_2022
CMPCT_00000007378,CMP_2023_CROSS_SELL,CUST_00003270,POL_000005246,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-01-18T09:00:00+00:00,2023,false,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007379,CMP_2024_RENEWAL,CUST_00003270,POL_000005246,CH_EMAIL,RENEWAL,Renewal France 2024,2024-02-13T19:00:00+00:00,2024,true,true,true,true,OFF_RENEWAL_2024
CMPCT_00000007380,CMP_2025_RENEWAL,CUST_00003270,POL_000005246,CH_EMAIL,RENEWAL,Renewal France 2025,2025-04-12T08:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007381,CMP_2026_RETENTION,CUST_00003270,POL_000005246,CH_EMAIL,RETENTION,Retention France 2026,2026-07-22T08:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007382,CMP_2026_RENEWAL,CUST_00003271,POL_000005247,CH_EMAIL,RENEWAL,Renewal France 2026,2026-11-26T09:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007383,CMP_2021_UPSELL,CUST_00003272,POL_000005249,CH_EMAIL,UPSELL,Upsell France 2021,2021-11-21T10:00:00+00:00,2021,true,true,false,false,OFF_UPSELL_2021
CMPCT_00000007384,CMP_2023_CROSS_SELL,CUST_00003272,POL_000005249,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-03-07T11:00:00+00:00,2023,false,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007385,CMP_2024_RENEWAL,CUST_00003272,POL_000005249,CH_EMAIL,RENEWAL,Renewal France 2024,2024-10-05T11:00:00+00:00,2024,true,false,false,false,OFF_RENEWAL_2024
CMPCT_00000007386,CMP_2023_RENEWAL,CUST_00003273,POL_000005251,CH_EMAIL,RENEWAL,Renewal France 2023,2023-10-14T12:00:00+00:00,2023,true,true,true,false,OFF_RENEWAL_2023
CMPCT_00000007387,CMP_2024_UPSELL,CUST_00003273,POL_000005251,CH_EMAIL,UPSELL,Upsell France 2024,2024-11-09T11:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000007388,CMP_2025_RETENTION,CUST_00003273,POL_000005251,CH_EMAIL,RETENTION,Retention France 2025,2025-03-20T08:00:00+00:00,2025,true,false,false,false,OFF_RETENTION_2025
CMPCT_00000007389,CMP_2026_CROSS_SELL,CUST_00003273,POL_000005251,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-11-11T14:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007390,CMP_2023_RETENTION,CUST_00003274,POL_000005253,CH_EMAIL,RETENTION,Retention France 2023,2023-06-05T18:00:00+00:00,2023,true,false,false,false,OFF_RETENTION_2023
CMPCT_00000007391,CMP_2024_CROSS_SELL,CUST_00003274,POL_000005253,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-10-01T12:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007392,CMP_2025_UPSELL,CUST_00003274,POL_000005252,CH_EMAIL,UPSELL,Upsell France 2025,2025-12-12T16:00:00+00:00,2025,false,false,false,false,OFF_UPSELL_2025
CMPCT_00000007393,CMP_2026_RENEWAL,CUST_00003274,POL_000005252,CH_EMAIL,RENEWAL,Renewal France 2026,2026-09-04T08:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007394,CMP_2021_CROSS_SELL,CUST_00003275,POL_000005256,CH_EMAIL,CROSS_SELL,Cross_Sell France 2021,2021-11-11T17:00:00+00:00,2021,false,false,false,false,OFF_CROSS_SELL_2021
CMPCT_00000007395,CMP_2022_RENEWAL,CUST_00003275,POL_000005255,CH_EMAIL,RENEWAL,Renewal France 2022,2022-03-18T14:00:00+00:00,2022,false,false,false,false,OFF_RENEWAL_2022
CMPCT_00000007396,CMP_2023_CROSS_SELL,CUST_00003275,POL_000005255,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-05-15T08:00:00+00:00,2023,true,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007397,CMP_2024_CROSS_SELL,CUST_00003275,POL_000005254,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-06-07T09:00:00+00:00,2024,false,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007398,CMP_2025_CROSS_SELL,CUST_00003275,POL_000005254,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-06-09T11:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007399,CMP_2026_UPSELL,CUST_00003276,POL_000005257,CH_EMAIL,UPSELL,Upsell France 2026,2026-11-15T17:00:00+00:00,2026,false,false,false,false,OFF_UPSELL_2026
CMPCT_00000007400,CMP_2023_UPSELL,CUST_00003277,POL_000005258,CH_EMAIL,UPSELL,Upsell France 2023,2023-09-26T08:00:00+00:00,2023,true,true,true,false,OFF_UPSELL_2023
CMPCT_00000007401,CMP_2024_RENEWAL,CUST_00003277,POL_000005258,CH_EMAIL,RENEWAL,Renewal France 2024,2024-08-15T14:00:00+00:00,2024,true,true,false,false,OFF_RENEWAL_2024
CMPCT_00000007402,CMP_2025_CROSS_SELL,CUST_00003278,POL_000005259,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-03-18T15:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007403,CMP_2026_UPSELL,CUST_00003278,POL_000005259,CH_EMAIL,UPSELL,Upsell France 2026,2026-02-20T14:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000007404,CMP_2021_RETENTION,CUST_00003279,POL_000005260,CH_EMAIL,RETENTION,Retention France 2021,2021-08-23T09:00:00+00:00,2021,false,false,false,false,OFF_RETENTION_2021
CMPCT_00000007405,CMP_2022_RENEWAL,CUST_00003279,POL_000005260,CH_EMAIL,RENEWAL,Renewal France 2022,2022-10-03T11:00:00+00:00,2022,false,false,false,false,OFF_RENEWAL_2022
CMPCT_00000007406,CMP_2023_RENEWAL,CUST_00003279,POL_000005260,CH_EMAIL,RENEWAL,Renewal France 2023,2023-11-16T08:00:00+00:00,2023,false,false,false,false,OFF_RENEWAL_2023
CMPCT_00000007407,CMP_2024_RETENTION,CUST_00003279,POL_000005260,CH_EMAIL,RETENTION,Retention France 2024,2024-05-26T18:00:00+00:00,2024,true,false,false,false,OFF_RETENTION_2024
CMPCT_00000007408,CMP_2025_UPSELL,CUST_00003279,POL_000005260,CH_EMAIL,UPSELL,Upsell France 2025,2025-01-14T16:00:00+00:00,2025,true,true,true,true,OFF_UPSELL_2025
CMPCT_00000007409,CMP_2026_CROSS_SELL,CUST_00003279,POL_000005260,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-07-07T17:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007410,CMP_2025_UPSELL,CUST_00003280,POL_000005261,CH_EMAIL,UPSELL,Upsell France 2025,2025-12-23T10:00:00+00:00,2025,false,false,false,false,OFF_UPSELL_2025
CMPCT_00000007411,CMP_2026_CROSS_SELL,CUST_00003280,POL_000005261,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-01-06T13:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007412,CMP_2024_CROSS_SELL,CUST_00003281,POL_000005262,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-08-15T19:00:00+00:00,2024,false,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007413,CMP_2025_CROSS_SELL,CUST_00003281,POL_000005262,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-07-23T13:00:00+00:00,2025,true,true,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007414,CMP_2026_RENEWAL,CUST_00003281,POL_000005262,CH_EMAIL,RENEWAL,Renewal France 2026,2026-11-23T16:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007415,CMP_2025_RENEWAL,CUST_00003282,POL_000005263,CH_EMAIL,RENEWAL,Renewal France 2025,2025-08-17T14:00:00+00:00,2025,false,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007416,CMP_2026_UPSELL,CUST_00003282,POL_000005263,CH_EMAIL,UPSELL,Upsell France 2026,2026-10-06T17:00:00+00:00,2026,true,false,false,false,OFF_UPSELL_2026
CMPCT_00000007417,CMP_2026_RETENTION,CUST_00003283,POL_000005264,CH_EMAIL,RETENTION,Retention France 2026,2026-02-11T17:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007418,CMP_2025_RENEWAL,CUST_00003284,POL_000005265,CH_EMAIL,RENEWAL,Renewal France 2025,2025-04-26T19:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007419,CMP_2026_CROSS_SELL,CUST_00003284,POL_000005265,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-10-07T12:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007420,CMP_2023_CROSS_SELL,CUST_00003285,POL_000005267,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-05-18T18:00:00+00:00,2023,true,false,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007421,CMP_2024_RETENTION,CUST_00003285,POL_000005266,CH_EMAIL,RETENTION,Retention France 2024,2024-06-14T16:00:00+00:00,2024,true,false,false,false,OFF_RETENTION_2024
CMPCT_00000007422,CMP_2025_CROSS_SELL,CUST_00003285,POL_000005267,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-02-14T19:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007423,CMP_2026_RETENTION,CUST_00003285,POL_000005266,CH_EMAIL,RETENTION,Retention France 2026,2026-02-02T19:00:00+00:00,2026,true,true,false,false,OFF_RETENTION_2026
CMPCT_00000007424,CMP_2024_UPSELL,CUST_00003287,POL_000005270,CH_EMAIL,UPSELL,Upsell France 2024,2024-06-22T09:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
CMPCT_00000007425,CMP_2025_CROSS_SELL,CUST_00003287,POL_000005270,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-07-10T16:00:00+00:00,2025,true,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007426,CMP_2026_RETENTION,CUST_00003287,POL_000005270,CH_EMAIL,RETENTION,Retention France 2026,2026-07-10T17:00:00+00:00,2026,true,false,false,false,OFF_RETENTION_2026
CMPCT_00000007427,CMP_2023_CROSS_SELL,CUST_00003289,POL_000005273,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-01-19T16:00:00+00:00,2023,true,true,true,false,OFF_CROSS_SELL_2023
CMPCT_00000007428,CMP_2024_RETENTION,CUST_00003289,POL_000005273,CH_EMAIL,RETENTION,Retention France 2024,2024-05-04T19:00:00+00:00,2024,true,false,false,false,OFF_RETENTION_2024
CMPCT_00000007429,CMP_2023_UPSELL,CUST_00003290,POL_000005274,CH_EMAIL,UPSELL,Upsell France 2023,2023-07-03T08:00:00+00:00,2023,false,false,false,false,OFF_UPSELL_2023
CMPCT_00000007430,CMP_2025_CROSS_SELL,CUST_00003290,POL_000005274,CH_EMAIL,CROSS_SELL,Cross_Sell France 2025,2025-02-01T16:00:00+00:00,2025,false,false,false,false,OFF_CROSS_SELL_2025
CMPCT_00000007431,CMP_2026_RENEWAL,CUST_00003290,POL_000005275,CH_EMAIL,RENEWAL,Renewal France 2026,2026-03-14T09:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007432,CMP_2022_UPSELL,CUST_00003291,POL_000005276,CH_EMAIL,UPSELL,Upsell France 2022,2022-10-04T08:00:00+00:00,2022,true,false,false,false,OFF_UPSELL_2022
CMPCT_00000007433,CMP_2024_RETENTION,CUST_00003291,POL_000005276,CH_EMAIL,RETENTION,Retention France 2024,2024-09-07T08:00:00+00:00,2024,false,false,false,false,OFF_RETENTION_2024
CMPCT_00000007434,CMP_2026_RENEWAL,CUST_00003291,POL_000005277,CH_EMAIL,RENEWAL,Renewal France 2026,2026-09-22T13:00:00+00:00,2026,false,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007435,CMP_2026_RENEWAL,CUST_00003292,POL_000005279,CH_EMAIL,RENEWAL,Renewal France 2026,2026-02-11T18:00:00+00:00,2026,true,false,false,false,OFF_RENEWAL_2026
CMPCT_00000007436,CMP_2026_CROSS_SELL,CUST_00003293,POL_000005281,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-09-23T14:00:00+00:00,2026,true,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007437,CMP_2026_CROSS_SELL,CUST_00003294,POL_000005282,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-07-08T09:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007438,CMP_2022_CROSS_SELL,CUST_00003295,POL_000005286,CH_EMAIL,CROSS_SELL,Cross_Sell France 2022,2022-06-05T19:00:00+00:00,2022,false,false,false,false,OFF_CROSS_SELL_2022
CMPCT_00000007439,CMP_2023_CROSS_SELL,CUST_00003295,POL_000005284,CH_EMAIL,CROSS_SELL,Cross_Sell France 2023,2023-07-09T14:00:00+00:00,2023,true,true,false,false,OFF_CROSS_SELL_2023
CMPCT_00000007440,CMP_2026_CROSS_SELL,CUST_00003295,POL_000005285,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-04-03T12:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007441,CMP_2024_UPSELL,CUST_00003296,POL_000005287,CH_EMAIL,UPSELL,Upsell France 2024,2024-06-18T15:00:00+00:00,2024,true,true,false,false,OFF_UPSELL_2024
CMPCT_00000007442,CMP_2026_CROSS_SELL,CUST_00003296,POL_000005287,CH_EMAIL,CROSS_SELL,Cross_Sell France 2026,2026-07-23T16:00:00+00:00,2026,false,false,false,false,OFF_CROSS_SELL_2026
CMPCT_00000007443,CMP_2026_RENEWAL,CUST_00003297,POL_000005289,CH_EMAIL,RENEWAL,Renewal France 2026,2026-06-25T14:00:00+00:00,2026,true,true,false,false,OFF_RENEWAL_2026
CMPCT_00000007444,CMP_2025_RENEWAL,CUST_00003298,POL_000005291,CH_EMAIL,RENEWAL,Renewal France 2025,2025-12-06T11:00:00+00:00,2025,true,false,false,false,OFF_RENEWAL_2025
CMPCT_00000007445,CMP_2026_RENEWAL,CUST_00003298,POL_000005291,CH_EMAIL,RENEWAL,Renewal France 2026,2026-05-09T16:00:00+00:00,2026,true,true,true,false,OFF_RENEWAL_2026
CMPCT_00000007446,CMP_2024_CROSS_SELL,CUST_00003299,POL_000005292,CH_EMAIL,CROSS_SELL,Cross_Sell France 2024,2024-03-11T17:00:00+00:00,2024,true,false,false,false,OFF_CROSS_SELL_2024
CMPCT_00000007447,CMP_2025_UPSELL,CUST_00003299,POL_000005292,CH_EMAIL,UPSELL,Upsell France 2025,2025-06-12T13:00:00+00:00,2025,true,true,true,false,OFF_UPSELL_2025
CMPCT_00000007448,CMP_2024_UPSELL,CUST_00003300,POL_000005293,CH_EMAIL,UPSELL,Upsell France 2024,2024-10-07T12:00:00+00:00,2024,true,false,false,false,OFF_UPSELL_2024
